Key,Comment,Japanese,English
Akiho.Fallen1-50,1－8,「―――え…っ！なに、これっ、わたしのおっぱい…なの！？」,"""What is this? What, are these my boobs?"""
,,,
Akiho.Fallen1-51,戦闘員,「そうだぜ明穂ちゃん。一晩でこんなに胸が大きくなったんだ！実験は成功だな！」,"""That's right, Akiho-chan. My breasts got this big overnight! The experiment was a success!"""
,,,
Akiho.Fallen1-52,明穂,「～～ううっ、こんなのっ、やだっ、もう聖核戦姫として戦えないっ！」,"""I can't fight as a Seikaku Princess anymore!"""
,,,
Akiho.Fallen1-53,戦闘員,「なんだ、その体でまだ自分を聖核戦姫だとでも思ってたのか？」,"""What, you still think you're the Seikaku Princess with that body?"""
,,,
Akiho.Fallen1-54,明穂,「…っ、私はまだ負けてないっ！諦めなければ助けが―――」,"""I haven't lost yet! If you don't give up, I can help you..."""
,,,
Akiho.Fallen1-55,戦闘員,「お前がもう聖核戦姫として終わってるという事を見せてやるよ、おらっ！」,"""I'll show you that you're already finished as a Seikaku Princess, OLA!"""
,,,
Akiho.Fallen1-56,1－9,研究員の男が明穂の肥大化し敏感になった胸を乱暴につかんで持ち上げる,A researcher man roughly grabs and lifts Akiho's enlarged and sensitive breasts.
,,,
Akiho.Fallen1-57,明穂,「ひあっ♥、ん゛っ～～～、やめてっ♥！触らないでっ！」,"""Oh, no, no, don't! Don't touch me!"""
,,,
Akiho.Fallen1-58,戦闘員,「うおっ、すげえボリュームっ！ええとどうやるんだったかな？乳首の根元をしっかり握って根元を絞る…。」,"""Wow, that's a lot of volume! Uh, how was I supposed to do that? You squeeze the base of the nipple and squeeze the base of the nipple..."""
,,,
Akiho.Fallen1-59,,研究員の男は明穂の胸をつかみ、先端に向かって絞るように揉み続ける,The researcher man grabs Akiho's breasts and continues to squeeze them as if squeezing them toward the tip.
,,,
Akiho.Fallen1-60,明穂,「ひぎっ、そんなに締めないでっ♥、痛いっ！」,"""Crap, don't tighten it so tight, it hurts!"""
,,,
Akiho.Fallen1-61,戦闘員,「おお痛かったか、何せやったことが無いからな、我慢してくれ」,"""Oh, that hurt, I've never done that before, so bear with me."""
,,,
Akiho.Fallen1-62,,そう言うと研究員の男は明穂の胸を研究するように強弱をつけたり位置を変えたりして揉み方を試行錯誤していく,"Then, the researcher man, as if studying Akiho's breasts, changes the strength and position of her breasts, and goes through a trial and error process of how to rub them."
,,,
Akiho.Fallen1-63,明穂,「ひぎっ、やあぁ♥、はなしてっ♥、んぁあ♥」,"""Higgy, yaaaaa♥, get off me, naaaaa♥."""
,,,
Akiho.Fallen1-64,,知らない男に胸を揉まれているのに、明穂は胸を揉まれることに経験したことのない快感を感じて甘い声を漏らす,"A stranger is rubbing her breasts, but Akiho feels a pleasure she has never experienced before from having her breasts rubbed, and she lets out a sweet voice."
,,,
Akiho.Fallen1-65,明穂,(こんな男に揉まれてるのにっ、おっぱい気持ち良すぎるっ♥、だめなのにぃっ♥),"(I'm being rubbed by this guy, my tits feel too good, I can't do it...)"
,,,
Akiho.Fallen1-66,戦闘員,「お、こんな感じか？この胸の感じからして入ってると思うんだよな～？」,"""'Oh, like this? I think it's in there from the way these breasts feel~?"""
,,,
Akiho.Fallen1-67,明穂,「入ってるってっ！？、ひぎゅぅ♥、何を、やあっ♥♥、言ってるの？」,"""I'm in? What are you saying?"""
,,,
Akiho.Fallen1-68,,明穂の疑問に答えることなく、研究員は絞るように胸を揉み続ける,"Without answering Akiho's question, the researcher continues to rub her breasts as if squeezing them."
,,,
Akiho.Fallen1-69,明穂,「ひあっ♥、おっぱいっ♥、何か来ちゃうっ、胸の奥から上がってくるっ♥♥、なにっ、これぇっ♥♥」,""""
,,,
Akiho.Fallen1-70,戦闘員,「お、ついに出るか？おら頑張れ、このまま絞ってやるからそのまま出せっ、！」,"""Oh, you're finally going to get it? I'm going to squeeze it, so just let it out!"""
,,,
Akiho.Fallen1-71,明穂1－10,「ひぁっ♥♥、んんっ♥、んぁっ♥、あああぁぁぁぁ～～～～ッッ♥♥♥♥」,"""Hhhh♥♥♥, nnnngggghhhh, ahhhhhhhhhhh～～～～ggg♥♥♥♥"""
,,,
Akiho.Fallen1-72,,明穂の性感が絶頂に達すると同時に、明穂の両乳首から白濁色の母乳が勢いよく噴射される,"As soon as Akiho's sexual sensation reaches its climax, white―colored mother's milk spurts vigorously from both of her nipples."
,,,
Akiho.Fallen1-73,明穂,「んお゛♥♥お゛、♥♥、おお゛っ、とまらないぃ♥♥」,"""Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, I can't stop."""
,,,
Akiho.Fallen1-74,戦闘員,「おお～すげえ！ちゃんと出たな！おら頑張れ明穂ちゃん！全部出せ！」,"""Oh, wow! You got it right! Come on, Akiho-chan, give it all out! Give me everything!"""
,,,
Akiho.Fallen1-75,明穂,「んおっ♥、んっ♥、んっ♥♥、んぁあああぁぁ～～～♥♥♥♥」,"""Nnnn oh ♥, nnnn ♥, nnnn ♥, nnnn aaaaaaaaaaaa~~~ ♥♥♥♥"""
,,,
Akiho.Fallen1-76,1－11,そして明穂の胸から数回母乳が発射され、絞っても出なくなる,"And then the mother's milk shoots out several times from Akiho's breast, and squeezes it, but it doesn't come out."
,,,
Akiho.Fallen1-77,戦闘員,「よしよし沢山出たな～、偉いぞ？研究は成功だ！」,"""Well, well, well, you got a lot out of that. Your research is a success!"""
,,,
Akiho.Fallen1-78,明穂,「はぁ♥、はぁ♥、ううっ♥♥……」,"""Hah ♥, hah ♥, ugh ♥ ♥ ......"""
,,,
Akiho.Fallen1-79,,妊娠してもいないのに大量の母乳を噴いた余韻で、明穂は全身に幸福感を感じていた,"In the aftermath of spewing a large amount of mother's milk, even though she was not pregnant, Akiho felt a sense of euphoria all over her body!"
,,,
Akiho.Fallen1-80,戦闘員,「じゃあまた装置つけるから今度は夜だ。次は一リットル噴けるように頑張ってくれ」,"""I'll turn on the equipment again, this time at night. Next time, try your best to blow a liter."""
,,,
Akiho.Fallen1-81,明穂,「ひぁっ！？、もう無理っ！おっぱいこれ以上大きくしないでっ！」,"""Hee! I can't do this anymore! Don't make my tits any bigger!"""
,,,
Akiho.Fallen1-82,戦闘員,「大丈夫だ、お前ならもっと沢山ミルクを出せる。俺達のために頑張ってくれ」,"""Don't worry, you can produce a lot more milk. Just hang in there for us."""
,,,
Akiho.Fallen1-83,明穂,「やだやだやだっ！ん゛んっ！？ゴボッ♥、ん゛ん゛っ～～～♥♥♥！」,"""No, no, no, no! D―D―D―Don't! Gobbo♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥!"""
,,,
Akiho.Fallen1-84,,そして再び装置につながれた明穂に、誰にも知られることなく終わらない乳首改造が始まるのだった,"Then, Akiho was connected to the device again, and the never―ending nipple modification began without anyone's knowledge."
,,,
Akiho Fallen Scene 2,,闇堕ちシーン２,闇堕ちシーン２
,2ｰ1,,
Akiho.Fallen2-1,,明穂に対する改造調教が始まってから3日ほど。研究室にはぴちゃぴちゃという水音と少女の嬌声が響き渡る,It has been about three days since the remodeling and training of Akiho began. The laboratory is filled with the sound of water and the girl's charming voice.
,,,
Akiho.Fallen2-2,明穂,「ひうっ♥、んあっ♥、やめ…てぇっ♥、お゛おっ♥、おっ♥、とまらなっ♥、いいっ♥」,""""
,,,
Akiho.Fallen2-3,,ビュ――――ッ！♥、ビュ――――――ッ！♥、ビュクッ♥、ビュルルッ！♥,"Bu ――――ッ! ♥, bu――――――ッ! ♥, bukk ♥, bukk ♥, bukk ♥, bukk ♥, bukk ♥, bukk ♥! ♥, ♥, ♥, ♥, ♥, ♥, ♥, ♥!"
,,,
Akiho.Fallen2-4,明穂,「んぁあああっ♥♥、んんっ♥、やあっ♥♥、おっぱい♥、やめ、てぇっ♥」,"""Ohhhh, ohhhh, ohhhh, ohhhh, ohhhh, ohhhh, ohhhh, ohhhh, ohhhh, ohhhh, ohhhh, ohhhh, ohhhh, ohhhh, ohhhh, ohhhh, ohhhh, ohhhh."""
,,,
Akiho.Fallen2-5,,ぴゅるっ♥、ぴゅるる♥、ぷしゅっ♥,"Pyuurr♥, pyuurr♥, pyuurr♥, pyuurr♥."
,,,
Akiho.Fallen2-6,戦闘員,「やっと母乳が出なくなってきたか…今日の明穂ちゃんのおっぱい改造はこんなもんだな」,"""Finally, my mother's milk has stopped flowing... so that's how Akiho's boob modification is going to be today."""
,,,
Akiho.Fallen2-7,明穂,「はあっ♥、はあっ♥、やっと…終わった…？」,"""Ahh ♥, ah ♥, finally... done...?"""
,2ｰ3,,
Akiho.Fallen2-8,戦戦闘員,「ああ、じゃあまた改造始めるからな。頑張れよ？」,"""'Yeah, well, I'll start modding again. Good luck?"""
,,,
Akiho.Fallen2-9,明明穂,「ひぁっ♥、むぐっ♥、もう、やらぁ♥♥」,"""Oh, my God, oh, my God, oh, my God, oh, my God, oh, my God."""
,,,
Akiho.Fallen2-10,,～翌日～,~ Next day
,2ｰ2,,
Akiho.Fallen2-11,戦闘員,「おはよう明穂ちゃん、様子を見に来てやったぞ？」,"""Good morning Ako, I came to check on you, okay?"""
,,,
Akiho.Fallen2-12,明穂,「…っ、はぁ♥、はぁ♥♥、むぐっ♥、もうこんな時間…、またおっぱい揉むの…？」,"""I'm going to rub your tits again...?"""
,,,
Akiho.Fallen2-13,戦闘員,「残念だったな、今日は乳搾りは無しだ。そのままの経過観察が見たいらしいんでな」,"""He said, ""Too bad, no milking for you today. They want to see how things are progressing."""
,,,
Akiho.Fallen2-14,明穂,「……そう…。良かった…」,"""...... so.... Good..."""
,,,
Akiho.Fallen2-15,,(っ、でも、毎日絞られてた分のおっぱいが残ってて…逆に変な感じ),(But I still have boobs left over from being squeezed every day... it's kind of weird...)
,,,
Akiho.Fallen2-16,,(自分で搾ろうにも腕は拘束されてるしっ♥！、ああもうっ♥),"(I'd squeeze it myself, but my arms are restrained! Oh, God!)"
,,,
Akiho.Fallen2-17,,～3日後～,~3 days later
,2－4,,
Akiho.Fallen2-18,明穂,「ふーっ…♥、ふーっ…♥、むぐっ♥、かぽっ♥、」,"""Hoo...♥, hoo...♥, mugg...♥, kapo..."""
,,,
Akiho.Fallen2-19,戦闘員,「おはよう明穂ちゃん！」,"""Good morning, Akiho-chan!"""
,,,
Akiho.Fallen2-20,明穂,「はあっ♥、はあっ♥、今日はっ♥♥、おっぱい搾ってくれるんですか？！」,"""'Haaah ♥, haaah ♥, today haaah ♥, are you going to squeeze my tits?"""
,,,
Akiho.Fallen2-21,戦闘員,「あー？、そんなに搾って欲しいのか？」,"""Oh? You want me to squeeze you that hard?"""
,,,
Akiho.Fallen2-22,明穂,「……っ♥、おっぱいにっ♥、母乳がたまってっ♥♥、くるしいのっ♥！早く絞ってっ♥♥」,"""......, my breast is filled with mother's milk and it's making me sick! Squeeze me quick!"""
,,,
Akiho.Fallen2-23,戦闘員,「……何か誤解してねえか？今の明穂ちゃんはあくまで捕虜で合って俺達の敵なんだよ。なんで俺達がお前の言う事聞かなきゃいけねえんだ？」,"""......, you misunderstood something. Now Akiho-chan is a prisoner of war and an enemy of ours. Why should we listen to you?"""
,,,
Akiho.Fallen2-24,戦闘員,「じゃあまたな。今度会うときはしばらく後だな」,"""I'll see you later. Next time I see you, it'll be a while."""
,,,
Akiho.Fallen2-25,明穂,「そんなぁっ♥、まって♥、ちょっとでいいからっ♥、ミルク出させてっ♥！」,"""Oh, no, wait, just a little bit, let me milk you!"""
,,,
Akiho.Fallen2-26,,(無理無理っ！もう我慢できないっ♥♥、行かないでっ！おっぱい重いっ！),(It's impossible! I can't take it anymore! My tits are too heavy!)
,,,
Akiho.Fallen2-27,,～更に3日後～,~And after 3 more days
,2－4,,
Akiho.Fallen2-28,明穂,「……コヒュー。……コヒュー。……」,"""...... cohue. ...... cohue. ......."""
,,,
Akiho.Fallen2-29,,明穂は機械につながれたまま乳房の改造を一人で受け続けていた,Akiho continued to undergo breast modification alone while hooked up to a machine.
,,,
Akiho.Fallen2-30,戦闘員,「おー久しぶりだな明穂ちゃん。元気だったか？」,"""Oh long time no see, Akiho-chan. How have you been?"""
,,,
Akiho.Fallen2-31,明穂,「……？……ゴポッ……？………！？戦闘員のっ？」,"""I'm not sure what you mean when you say ""......? ...... goposh ......? .........! Combatant's?"""
,2－5,,
Akiho.Fallen2-32,明穂,「……お゛っ、おっぱいっ、早くっ、絞って、くらさいっ♥、もう限界っ♥、なんでもするからぁ♥！」,"""...... Oh, boobies, squeeze me, squeeze me, squeeze me, squeeze me, squeeze me, squeeze me, squeeze me, squeeze me, squeeze me, squeeze me, squeeze me, squeeze me, squeeze me, squeeze me, squeeze me, squeeze me, squeeze me, squeeze me, squeeze me, squeeze me, squeeze me, squeeze me!"""
,,,
Akiho.Fallen2-33,戦闘員,「おいおい無敵の聖核戦姫が俺みたいな下っ端にそんなこと言っちゃっていいのか？聖核戦姫の名が泣くぞ？」,"""The invincible Princess of Seikaku Warrior can say such a thing to a lowly fellow like me? You're going to make the name of the Seikaku Princess weep?"""
,,,
Akiho.Fallen2-34,明穂,「そんなのどうでもいいっ！早く搾ってっ♥！おっぱい限界なのっ！なんでもするっ♥！」,"""I don't care! Squeeze me quick! I'm at my titty limit! I'll do anything!"""
,,,
Akiho.Fallen2-35,戦闘員,「そうかそうか、そこまで言われたらしゃあねえなあ？」,"""Oh, well, if you insist, what can I do?"""
,,,
Akiho.Fallen2-36,明穂,「はやくっ♥、おっぱい搾ってっ♥！」,"""Quick, squeeze my tits!"""
,,,
Akiho.Fallen2-37,戦闘員,「ただ人にお願いする時にはそれなりの誠意がねえとなぁ？おら、俺のチンポを口で射精させられたら搾ってやってもいぞ？」,"""But when you ask someone for a favor, you have to be sincere, don't you? Hey, if you can make my dick ejaculate in your mouth, I'll squeeze it for you, okay?"""
,,,
Akiho.Fallen2-38,明穂,「ひっ♥、でっかっ♥、わ、わかりました、ヌきますっ♥、フェラするからっ！♥」,"""I'm going to suck your cock! I'll blow you!"""
,,,
Akiho.Fallen2-39,戦闘員,「おいおい即答かよ。聖核戦姫の誇りとかねえのか？」,"""Hey, hey, hey, hey, hey, quick answer. Aren't you proud to be a Seikaku Princess?"""
,2－6,,
Akiho.Fallen2-40,明穂,「かぷっ♥！！、ちゅぷっ♥、むふぅっ♥、ちゅぱっ♥、ちゅぱっ♥」,"""I'm going to go to the bathroom and have a bath! Chupupu♥, muhu♥, chupu♥, chupu♥"""
,,,
Akiho.Fallen2-41,明穂,「そんなのっ♥、もうないっ♥、早く出してっ♥、おっぱい搾ってもらうのっ♥！」,"""I don't want it, I don't want it, I want it out of me, I want it out of me, I want my tits squeezed!"""
,,,
Akiho.Fallen2-42,戦闘員,「うおっ、コイツ何も言わないでも必死にしゃぶりやがってっ！」,"""Whoa, he's sucking so hard without saying a word!"""
,,,
Akiho.Fallen2-43,明穂,「ちゅぱっ♥、ちゅぱっ♥、ちゅぱっ♥、んっ♥、チンポおいしいっ♥、早く出してっ♥♥、」,"""Ssshhhh, ssshhhh, ssshhhh, ssshhhh, ssshhhh, ssshhhh, ssshhhh, ssshhhh, ssshhhh, ssshhhh, ssshhhh, ssshhhh, ssshhhh, ssshhhh, ssshhhh, ssshhhh."""
,2－7,,
Akiho.Fallen2-44,戦闘員,「ぐっ、初めてのフェラでこんなフェラ顔しやがってっ、俺はチンポは給餌器じゃねえんだぞっ」,"""I'm not a cock feeder!"""
,,,
Akiho.Fallen2-45,明穂,「ちゅぱっ♥、ちゅぱっ♥、んんっ♥、家畜でいいからっ♥、せーえき出してっ♥、沢山おっぱい搾ってもらうっ♥♥！」,"""I want you to squeeze my tits a lot!"""
,,,
Akiho.Fallen2-46,,(ああっ♥、おチンポおいしすぎるっ♥、なんでこんなにおいしく感じちゃうのっ♥、絶対おかしくなってるっ♥),"(Ahhhh, your cock tastes too good, why does it taste so good, I'm definitely going crazy...)"
,,,
Akiho.Fallen2-47,戦闘員,「っ、このメス牛がっ、出してやるっ、オラッ！」,"""I'm gonna get you out of here, you bitch!"""
,,,
Akiho.Fallen2-48,2－8,ドプッ、ドビュルルルルルッッ,"Dop, dop, dop."
,,,
Akiho.Fallen2-49,,戦闘員の肉体改造されたチンポから常人の何倍もの量もの精液が明穂の口に流し込まれる,The combatant's physically modified cock pours many times the amount of semen into Akiho's mouth than that of a normal person.
,,,
Akiho.Fallen2-50,明穂,「んん～～～っ♥、ゴキュッ♥♥、ゴキュッ♥、ジュルルッッ♥♥、ジュパッ♥、ジュルルッ♥」,"""Nn~~~♥, gokkk♥♥, gokkk♥♥, julk♥♥, julk♥♥, julk♥♥."""
,,,
Akiho.Fallen2-51,,「んんっ♥！？、ちゅぱっ♥、なにこれっ♥♥、せーえき♥、おいしすぎてぇっ♥、体があつくなるぅ♥♥」,"""Mmm! What is this?"""
,,,
Akiho.Fallen2-52,戦闘員,「おおっ、ふうっ、どうやら肉体改造の影響がちゃんと出てるようだな」,"""Oh, wow, looks like the body modification is taking its proper toll."""
,,,
Akiho.Fallen2-53,明穂,「んんっ♥、ちゅぷっ♥、ゴクッ♥、ほかにもなにかっ、したのっ！？♥」,"""I'm not sure what else you did. Oh, my God!"""
,,,
Akiho.Fallen2-54,戦闘員,「お前は俺達戦闘員のミルクサーバー兼性処理玩具として精液のフェロモンで発情するようになってんだよ」,"""You're supposed to be a milk server and sex toy for us combatants, rutting with the pheromones of semen."""
,,,
Akiho.Fallen2-55,明穂,「そんなぁッ♥♥、そんなのっ、まるで動物じゃないっ♥、そんなのってぇ♥」,"""No, no, no, no, it's not like that, it's not like that, it's not like that, it's not like that, it's not like that."""
,,,
Akiho.Fallen2-56,戦闘員,「ついでにお前が飲んだ精液は効率的にお前の体に吸収されて母乳に変換されるんだ。これがエコってやつだな」,"""And by the way, the semen you drink is efficiently absorbed by your body and converted into breast milk. This is what I call eco―friendly."""
,,,
Akiho.Fallen2-57,明穂,「そんなっ♥♥、ゴクンッ♥、こんなの聖核戦姫どころか人間じゃないぃっ♥、家畜以下になってるッ♥♥」,"""I'm not just a Seikaku Princess, I'm not even a human being, I'm no more than a domestic animal."""
,,,
