Key,Comment,Japanese,English
,,,
Rikka.Fallen1-64,,しかし、既に六花の耳にはその言葉は届いていない,But the word is already out of Rikka's ears.
,,,
Rikka.Fallen1-65,六花,「うぐぅっ♥、いぎっ♥、んお゛お゛っ♥♥、くうっ♥、ん゛おっ♥」,"""Uggghhhh, igghhhh, nnnnggggghhhh, kuugghhhh, nnnggghhhhhh."""
,,,
Rikka.Fallen1-66,,少しでも刺激を逃がそうと腰を動かそうとするほど、膣壁が回転するディルドに強くこすりつけられ、より強い快感が六花を襲う,"The more she tried to move her hips to escape the stimulation, the harder her vaginal walls rubbed against the rotating dildo, and the stronger the pleasure became for Rikka!"
,,,
Rikka.Fallen1-67,六花,「んおっ♥♥おマンコっ、固定されてっ♥、逃げられないぃいいっ♥、おしりの穴もズボズボされてぇっ♥、おかしくなってるぅっ♥♥」,"""I can't get away from it, it's pounding my asshole, it's making me crazy."""
,,,
Rikka.Fallen1-68,六花,(―――まずいっ♥、意識がっ♥♥、変身が維持できないッ♥♥♥),"(―――Oh no, I can't stay conscious! I can't keep transforming!)"
,,,
Rikka.Fallen1-69,,幾度とない絶頂を経て、六花の体力は限界に近づき、朦朧としていた。,"After numerous climaxes, Rikka's strength was nearing its limit and she was in a daze."
,,,
Rikka.Fallen1-70,,ズチュッ♥ドチュッ♥キュイイイイイン♥ズボッ♥ズボッ♥ドチュッ♥,
,,,
Rikka.Fallen1-71,,六花の状態には気にも留めず、機械は六花を快感を与えるために稼働し続ける,"Unconcerned about Rikka's condition, the machine continues to operate to give Rikka pleasure."
,1－7,,
Rikka.Fallen1-72,六花,「～～～ッ、わたしはっ♥、こんな機械にっ♥、クローンになんてぇ、まけないぃっ♥、絶対に明穂を♥、助け――――」,"""I will not be defeated by such a machine, such a clone, I will definitely save Ako. ――――"""
,,,
Rikka.Fallen1-73,1－9,その瞬間、体を覆っていたスーツが光と共に消え、髪の毛が元の色に戻り変身が解除される,"At that moment, the suit covering the body disappears with the light, the hair returns to its original color, and the transformation is lifted."
,,,
Rikka.Fallen1-74,六花,「―――――――ぇあっ？♥」,"""――――――― Yeah huh? ♥"""
,,,
Rikka.Fallen1-75,,スーツの上から守られていた肌が露出し、極限まで敏感になっていた六花の体内をピストンの突起が直に研磨する,"The skin protected by the suit is exposed, and the piston's prongs grind directly against Rikka's body, which has become extremely sensitive."
,,,
Rikka.Fallen1-76,,ズチュッ♥ドチュッ♥キュイイイイイン♥ズボッ♥ズボッ♥ドチュッ♥,
,,,
Rikka.Fallen1-77,,「ん゛おっ？♥♥、えっ？♥、あ、あ♥、」,"""Dang? ♥♥♥, eh? ♥♥, ah... ah... ah... ah... ah..."""
,,,
Rikka.Fallen1-78,,あまりの強烈な刺激に六花の頭は体に何が起きたのかを理解できない,The stimulation was so intense that Rikka's head could not comprehend what had happened to her body.
,,,
Rikka.Fallen1-79,,プシッ♥、プシッ♥,Psshhhh... Psshhhh...
,,,
Rikka.Fallen1-80,,何かが決壊するように機械との結合部から潮が放たれる,The tide is released from the junction with the machine as if something is breaking.
,,,
Rikka.Fallen1-81,1－10,「―――～～～～ッッッ♥お゛お゛ッお゛お゛お゛ッ♥♥♥♥お゛ッ♥」,"""―――～～～～♥♥♥♥♥♥♥♥♥♥♥♥♥♥ ♥♥♥♥♥♥"""
,,,
,,,
,,,
Rikka.Fallen1-82,,プシュウウウウッッッ♥♥♥,Psshhhhhhhh ♥♥♥♥♥♥♥♥♥♥♥♥
,,,
Rikka.Fallen1-83,六花,「―――――――ッッッッ♥♥♥♥♥♥」,"""―――――――ッッCOPY01"""
,,,
,,,
,,,
Rikka.Fallen1-84,,「お゛ぁっ♥、えあっ♥、お゛お゛っ♥――――――――」,"""Oooh ♥, ehh ♥, oooh ♥ ――――――――"""
,,,
,,,
,,,
Rikka.Fallen1-85,六花,「お゛っ♥―――――っ―――――」,"""Oh ♥――――――――― ―"""
,,,
Rikka.Fallen1-86,,ガクッ、ピクッ、ピクッ,"Wiggle, jerk, jerk."
,,,
Rikka.Fallen1-87,,機械の抽挿が続いているにも関わらず、六花の体は力なく痙攣するだけになる,"Rikka's body only twitches without effort, despite the continued mechanical insertion."
,,,
Rikka.Fallen1-88,023号,「…おや、もう気絶してしまいました。まあデータは取れましたが」,"""...oh, I've already passed out. Well, I did get some data."""
,,,
Rikka.Fallen1-89,023号,「どうやらオリジナルの方がクローンより性感には弱いようですね。これも聖核戦姫の特性なのでしょうか」,"""It seems that the original is less sexually active than the clone. Is this another characteristic of the Seikaku Princess?"""
,,,
Rikka.Fallen1-90,,「まあいいでしょう。この調子なら研究は順調に進みそうです。オリジナルには今後も頑張ってもらいましょう」,"""I'm sure it's going to be fine. At this rate, the research is going well. Let's keep up the good work on the original."""
,,,
,,,
闇堕ちシーン２,,,
Rikka.Fallen2-1,,財団地下研究施設にて,At the Foundation's underground research facility
,,,
Rikka.Fallen2-2,六花,「ひっぎぃいぃいっ、お゛お゛お゛お゛ッ！！」,"""Hi―gi―yi―yi―yi―yi―yi―yi―yi―yi―yi―yi―yi―yi―yi!"""
,Rikkadarkness1-10,,
Rikka.Fallen2-3,023号,「では既定回数絶頂したので本日のデータ収集は終わりになります」,"""Then, having climaxed a predetermined number of times, today's data collection will come to an end."""
,,,
Rikka.Fallen2-4,六花,(耐え…るっ…！、ここで諦めたらっ、明穂を救えなくなるっ！),"(I will endure...I will endure...! If I give up now, I won't be able to save Akiho!)"
,,,
Rikka.Fallen2-5,Rikka darkness1-10(2),「はあっ、はあっ、……もう終わり？慣れてきたし、こんなの続けても意味ないと思うけど？」,"""'Ha, ha, ...... are we done? I'm getting used to it, and I don't see the point in continuing this?"""
,,,
Rikka.Fallen2-6,023号,「ああ、言い忘れていました、本日でデータ収集は終わりになります」,"""Oh, I forgot to mention that today marks the end of data collection."""
,,,
Rikka.Fallen2-7,六花,「えっ？……ふん、もう諦めた？」,"""What?"" ...... hmmm, have you given up?"""
,,,
Rikka.Fallen2-8,023号,「いいえ。あなたから得られるデータに価値がなくなったからです」,"""No. It's because the data we get from you is no longer of value."" Because the data we get from you is no longer valuable."""
,,,
Rikka.Fallen2-9,六花,「……っ！、それってどういう意味…？」,"""......! What does that mean...?"""
,,,
Rikka.Fallen2-10,023号,「文字通りの意味です。あなたから得た聖核データでクローンに強化手術を施しました」,"""I mean that literally. We performed enhancement surgery on the clone with the sacred core data we got from you."""
,,,
Rikka.Fallen2-11,,「データによれば既に私の戦闘能力はオリジナルを上回っています」,"""According to the data, my fighting ability already exceeds that of the original."""
,,,
Rikka.Fallen2-12,六花,「なっ！、ふざけないでっ！そんなわけがないっ！」,"""Nah! Don't be silly! That's not possible!"""
,,,
Rikka.Fallen2-13,023号,「拘束は外します。もはや必要がなくなりましたので」,"""The restraints will be removed. There is no longer a need for them."""
,,,
Rikka.Fallen2-14,六花,「……っ！」,"""......!"""
,暗転ーアジト,,
Rikka.Fallen2-15,六花(立ち絵),(―――落ち着いて、とりあえず拘束は外れた。それにいくら強化されたからってクローン程度ッ),"(―――Calm down, the restraints are off for now. And no matter how much they've been enhanced, they're still only clones.)"
,,,
Rikka.Fallen2-16,六花,「……わざわざ拘束を外して、何するつもり？」,"""...... what are you going to do when you go to all the trouble of removing the restraints?"""
,,,
Rikka.Fallen2-17,023号,「直接あなたと戦闘して実験を完了させるためです」,"""'To combat you directly and complete the experiment."""
,,,
Rikka.Fallen2-18,,「もし私があなたに勝てたら我々の実験は成功したと言っていいでしょう」,"""If I can beat you, I'd say our experiment has been a success."""
,,,
Rikka.Fallen2-19,六花,「……正気？いくら強化したからって偽物のクローン一人で聖核戦姫に勝てるとでも？」,"""I'm sure you've heard of the ""...... Are you insane? Do you really think a single fake clone, no matter how enhanced, can beat the Seikaku Princess?"""
,,,
Rikka.Fallen2-20,023号,「そうですね、実際に聖核戦姫と戦うのは初めてなので。想定外のことがあるかもしれません」,"""Well, this is the first time I've actually fought the Seikaku Princess. There might be something unexpected."""
,,,
Rikka.Fallen2-21,六花,「っ、馬鹿にして！変身！聖核戦姫、コード：サファイア！」,"""I said, ""Fool me! Transformation! Seikaku Princess, Code: Sapphire!"""
,,,
Rikka.Fallen2-22,六花,「私をわざわざ開放するなんて油断し過ぎ！待ってて明穂っ、今行くからっ！」,"""You are too careless to bother opening me up! Wait for me, Akiho, I'm coming!"""
,,,
,暗転,,
,,,
Rikka.Fallen2-23,,023号と水無瀬六花が戦闘を開始してから3分後――――,Three minutes after No. 023 and Minase Rikka started fighting: ――――
,,,
Rikka.Fallen2-24,六花(ダメージ),「ぐうっ、！このッ…！」,"""Ugh...! This...!"""
,,,
Rikka.Fallen2-25,,(コイツッ、これまでのクローンよりかなり強い！、パワーもスピードもこれまでと比べ物にならないッ),(This guy is much stronger than the previous clones! The power and speed are incomparable to the previous ones.)
,,,
Rikka.Fallen2-26,,(―――――――まさか、コイツ本当に私よりっ…！？),(――――――― I can't believe he's really better than me...!)
,,,
Rikka.Fallen2-27,023号,「それで全力ですか？私は今50％ほどの力しか出していませんが」,"""Is that all you can do? I'm only giving about 50% right now."""
,,,
Rikka.Fallen2-28,六花,「なっ！？、そんなわけがっ！はあっ！」,"""What? How is that possible? Huh!"""
,,,
Rikka.Fallen2-29,023号,「……がっかりですね。これ手を抜いて戦う意味もないですし、もう倒してしまいましょう」,"""I'm disappointed in ....... There's no point in cutting corners and fighting this, let's just beat it already."""
,,,
Rikka.Fallen2-30,六花,「――――ぐうっ！？、舐めないでっ！私は聖核戦姫っ！、こんな所で負けるわけには―――――ゴガッ！？」,"""―――― Geez! Don't lick me! I am the Seikaku Princess! I can't be defeated in a place like this. ――――― Goggach!"""
,,,
Rikka.Fallen2-31,,六花の顔面に023号の脚が直撃し、頭から壁に吹き飛ばされる,Rikka's face is hit by leg #023 and she is blown head first into the wall.
,,,
Rikka.Fallen2-32,六花,「ぐっ…、ガハッ…！？」,"""Gahhh...!"""
,,,
Rikka.Fallen2-33,023号,「あっけない…もう変身が解けてしまいました。想定以下でしたね」,"""It's too easy...I've already lost my transformation. It was less than I expected."""
,,,
Rikka.Fallen2-34,023号,「生憎ですが、現在では全てのクローン戦闘員が私と同等の戦闘力を持っています」,"""'Unfortunately, all clone fighters are now equal in combat power to me."""
,,,
Rikka.Fallen2-35,六花,「ガハッ、…っ、そん…な！？」,""""
,,,
Rikka.Fallen2-36,023号,「というわけでオリジナル、もはやここから逃げることは不可能です。まして笹谷明穂の救出など夢のまた夢でしょう」,"""So, original, it is impossible for you to escape from here. And it would be a dream come true to rescue Sasaya Akiho."""
,,,
Rikka.Fallen2-37,023号,「もはやあなたには何の価値も無いですが…そうですね、二つ選択肢を与えます」,"""You are no longer of any value to me, but yes, I will give you two choices."""
,,,
Rikka.Fallen2-38,六花,「――――っ、な、なに？」,"""――――, what, what?"""
,,,
Rikka.Fallen2-39,023号,「一つは最後まで聖核戦姫として私と戦い、ここで儚く散るか」,"""One will fight me as the Seikaku Princess until the end, and then fleetingly scatter here."""
,,,
Rikka.Fallen2-40,,「―――――そしてもう一つは我々の戦闘員の一人として財団へ永遠の忠誠を誓うかです」,"""――――― and the other is whether you will pledge undying loyalty to the Foundation as one of our fighters."""
,,,
Rikka.Fallen2-41,六花,「―――っ、そんなのっ、出来るわけがないっ！」,"""I can't do that!"""
,,,
Rikka.Fallen2-42,023号,「これは最大限の情けです。散々私達を苦しめたあなたを許し、更には私達の一員として迎え入れてあげようというのですから」,"""This is the utmost mercy. ""This is the utmost mercy. We forgive you for all the pain you have caused us, and even welcome you as one of our own."""
,,,
Rikka.Fallen2-43,,「それとも聖核戦姫の誇りを選びますか？それなら今すぐとどめを刺してあげますが」,"""Or do you choose the pride of the Seikaku Princess? Then I'll finish you off right now."""
,,,
Rikka.Fallen2-44,六花,「っ！………そんなこと、でもっ！」,"""! ......... that's not even...!"""
,,,
Rikka.Fallen2-45,023号,「早く決めてください。死にたいですか？」,"""Decide quickly. Do you want to die?"""
,,,
Rikka.Fallen2-46,六花,「……っ！、わかり、…ましたっ…！」,"""I'm at ......! I understand... yes...!"""
,,,
Rikka.Fallen2-47,,「私……、水無瀬六花は、財団に忠誠を………誓います」,"""I, ......, Minase Rikka, pledge allegiance ......... to the Foundation."""
,,,
Rikka.Fallen2-48,,「どうか、…私をっ、皆様の一員として、戦わせてください……！」,"""Please...let me fight as one of you ......!"""
,,,
Rikka.Fallen2-49,023号,「そうですか。しかしそれだけでは信用できませんね」,"""I see. But I wouldn't trust it on its own."""
,,,
Rikka.Fallen2-50,洗脳の絵,「なっ、なんでっ！？」,"""What?"""
,,,
Rikka.Fallen2-51,,「私達を欺くために嘘をついているだけかもしれませんから。今から洗脳調整を行います」,"""They may just be lying to deceive us. Now we're going to do a brainwashing adjustment."""
,,,
Rikka.Fallen2-52,六花,「なっ、そんなっ！？」,"""Oh, no, no, no, no!"""
,暗転,,
Rikka.Fallen2-53,Rikka darkness2-1,「記憶と自我を9割ほど消滅させて我々クローン戦闘員と同様の状態に調整します」,"""We're going to wipe out about 90% of their memories and ego, and adjust them to a state similar to that of our clone fighters."""
,,,
Rikka.Fallen2-54,,「それに今のままでは戦力としても弱すぎますからね。戦闘力も我々と同水準に引き上げます」,"""And as it is now, it's too weak as a fighting force. We will bring your fighting strength up to the same level as ours."""
,,,
Rikka.Fallen2-55,,「そんなのって、いやだっ！、私が私じゃなくなるっ！」,"""I don't want to do that! I'm not me anymore!"""
,,,
Rikka.Fallen2-56,,「我々に忠誠を誓ったのですから何も文句はないでしょう？それともやはり今ここで――――」,"""You have nothing to complain about since you have pledged your allegiance to us, right? Or is it still the case here and now ――――"""
,,,
Rikka.Fallen2-57,六花,「ヒッ、わかりましたっ！、改造を受け入れますっ」,"""I understand! I accept the modification."""
,,,
Rikka.Fallen2-58,,「覚悟が決まったようで何よりです。それでは早速改造プログラムを起動します」,"""I'm glad you're ready to go. I will now launch the modification program."""
,,,
Rikka.Fallen2-59,Rikka daekness2-2,そして六花の頭がヘルメットのような洗脳装置で覆われる,And Rikka's head is covered with a brainwashing device like a helmet.
,,,
Rikka.Fallen2-60,六花,「なっ！なにっ！？」,"""What? What?"""
,,,
Rikka.Fallen2-61,023号,「これより洗脳手術および強化手術を開始します。聖核戦姫としての水無瀬六花はこれで終わりです」,"""Brainwashing and enhancement surgeries will now begin. This is the end of Minase Rikka as the Seikaku Princess."""
,,,
Rikka.Fallen2-62,六花,(っ、諦めたらだめっ！、洗脳に耐えられればまだ道はあるはずっ！),"(Don't give up! If you can withstand the brainwashing, there is still a way!)"
,,,
Rikka.Fallen2-63,Rikka darkness2-3,洗脳装置が赤い光を放ち、マスクの中で六花の脳にレーザーが照射される,Brainwashing device emits red light and lasers Rikka's brain inside the mask
,,,
Rikka.Fallen2-64,六花,「ひっぎぃいぃいっっっ！！！、お゛お゛っ？？！！」,"""Hi―gi―yi―yi―yi―yi―yi―yi! ""OHHHHHH?!!!"""
,,,
Rikka.Fallen2-65,,「うお゛っ！？、あたまがあっ、こわれるっ～～～♥♥！？」,"""Oh my god! My head is breaking~~~♥♥♥?"""
,,,
Rikka.Fallen2-66,023号,「ある程度苦痛があるかもしれませんが我慢してください。戦闘員としての任務です」,"""You may experience a certain amount of pain, but please bear with it. It is your duty as a combatant."""
,,,
