Key,Comment,Japanese,English
,,,
Kei.Fallen1-15,京,「……それについては弁明のしようもないね…おとなしく受け入れるよ」,"""...... I can't really defend myself on that one...I'll just meekly accept it."""
,Kei darkness 1-2,,
Kei.Fallen1-16,,そして部屋に屈強な体の戦闘員達が入ってくる,And into the room come the strong―bodied combatants.
,,,
Kei.Fallen1-17,京,「―――――っ！？」,"""―――――?"""
,,,
Kei.Fallen1-18,戦闘員,「お前は今から俺達戦闘員100人を全員相手にしてもらう」,"""You are now going to have to deal with all 100 of us combatants."""
,,,
Kei.Fallen1-19,,「一応上からは殺さない程度にと言われているがな、ここにいるのはお前に恨みを持った血気盛んな戦闘員達だ」,"""I've been told from the top not to kill you, but these are just hot―blooded fighters who have a grudge against you."""
,,,
Kei.Fallen1-20,,「もしかしたら誰かがやり過ぎちまうかもなぁ？」,"""Maybe someone will overdo it?"""
,,,
Kei.Fallen1-21,京,「…ああ、流石に私もちょっと身震いがするよ」,"""...Oh, I shudder a little too, even for a quicksilver."""
,,,
Kei.Fallen1-22,,「……しかし流石にこれだけの……ペニス…に囲まれていると少し恥ずかしいね」,"""......But it's a little embarrassing to be surrounded by so many ......penises... in quicksand."""
,,,
Kei.Fallen1-23,戦闘員,「はずかしいだぁ？これから何百本もチンポを相手をするんだぞ、そんなこと言ってる場合か？」,"""Embarrassing? You're going to be dealing with hundreds of cocks, is this really the time to be talking like that?"""
,,,
Kei.Fallen1-24,,京は拘束を解かれ、目の前に何本ものチンポが差し出される,Kei is released from his restraints and several cocks are presented in front of him
,Kei darkness 1-3,,
Kei.Fallen1-25,京,「うっ…、なるほど、実際に触るとこんな感じか…」,"""Ugh...I see...so this is what it actually feels like to touch..."""
,,,
Kei.Fallen1-26,,「硬いようで弾力のある…そして焼けるように熱い…不思議な感触だ」,"""It's hard and resilient... and searing hot... a strange sensation."""
,,,
Kei.Fallen1-27,戦闘員,「お前ならこれからどうすればいいか分かってるよなぁ？」,"""You know what to do now, don't you?"""
,,,
Kei.Fallen1-28,京,「…ああ、もちろんだ」,"""...Yeah, of course."""
,,,
Kei.Fallen1-29,,「ペニスに繰り返し摩擦刺激を与えて自律神経を活性化させ、精液を排出させればいいのだろう？」,"""'I suppose we could give repeated frictional stimulation to the penis to activate the autonomic nervous system and get it to expel semen?'"""
,,,
Kei.Fallen1-30,,「私からしたら全く理解できないが…恐らく生物学的に合理的な方法なんだろう」,"""From my point of view, I don't understand it at all... but perhaps it's a biologically rational way of doing things."""
,,,
Kei.Fallen1-31,戦闘員,「なにを訳の分からないことを言っていやがる？」,"""What the hell are you talking about?"""
,,,
Kei.Fallen1-32,,「それとペニスじゃねえ、チンポだ！わかったらとっとと始めろ！」,"""And it ain't a penis, it's a dick! Get on with it!"""
,,,
Kei.Fallen1-33,京,「うっ、わかった…ではまず…チンポ…を握って…」,"""Ugh, okay...so first...grab...your...dick..."""
,,,
Kei.Fallen1-34,,京は両手にチンポを握り、慣れない手つきで上下させる,Kei grips his cock in both hands and moves it up and down with an unaccustomed hand.
,,,
Kei.Fallen1-35,,コスッ…、コスッ…,"Koss..., Koss..."
,,,
Kei.Fallen1-36,戦闘員,「おいおいなんだその手つきは？ふざけてるのか？」,"""Whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa. Are you kidding me?"""
,,,
Kei.Fallen1-37,京,「っ、まちたまえっ、初めてなんだ、すぐにできるわけがないだろう？！」,"""I've never done this before, how could I do it so quickly?"""
,,,
Kei.Fallen1-38,京,「っ、こう…か？いや、もっと…」,"""Like this...? No, more like..."""
,,,
Kei.Fallen1-39,,コスッ、コスッ、コスッ,"Koss, koss, koss."
,,,
Kei.Fallen1-40,戦闘員,「……ったく、頭は良くてもこっちは全然だめだなぁ？」,"""......, you're so smart, but not at all this way, huh?"""
,,,
Kei.Fallen1-41,京,「……！、本当にこれで精液が出るのか！？全く想像がつかないんだが！」,"""......! I can't believe that this is really going to produce semen! I can't imagine that at all!"""
,,,
Kei.Fallen1-42,戦闘員,「じれってえ、俺が直接教えてやる、オラッ、口開けろ！」,"""I'll tell you in person."""
,Kei darkness 1-4,,
Kei.Fallen1-43,,一人の戦闘員が京の口にチンポを突っ込む,One fighter puts his cock in Kei's mouth.
,,,
Kei.Fallen1-44,京,「む゛っ！？」,"""Mwah!"""
,,,
Kei.Fallen1-45,戦闘員,「チッ、コイツ口小さくて先端しか入らねえな」,"""Damn, his mouth is so small, only the tip goes in."""
,,,
Kei.Fallen1-46,京,「グムッ、ん゛ん゛っ！」,"""Gummmm, dang!"""
,,,
Kei.Fallen1-47,戦闘員,「どうやってチンポ扱くのか教えてやる！オラッ」,"""I'll show you how to handle your dick! Oh, fuck."""
,,,
Kei.Fallen1-48,,戦闘員は京の頭をつかみ腰を振り始める,The combatant grabs Kei's head and starts shaking his hips.
,,,
Kei.Fallen1-49,,ジュプッ、ジュプッ、パチュッ,"Jup, jup, pattu."
,,,
Kei.Fallen1-50,京,「む゛っ、ん゛ん゛っ～～～～！？」,"""Mwah, mwah, mwah, ～～～～!"""
,,,
Kei.Fallen1-51,戦闘員,「ハハッ、コイツ口がちいせえからチンポに吸い付くぞ！」,"""Hahaha, he's got a big mouth, he's gonna suck my dick!"""
,,,
Kei.Fallen1-52,京,「ん゛ん゛っ！グパッ、―――まへ゛っ！、いきがっ！」,"""D―D―D―D―D. G―p―pa―aaah! Breathe!"""
,,,
Kei.Fallen1-53,戦闘員,「ああ？知ったことか！お前は射精させることだけ考えてりゃいいんだよ！」,"""Oh?"" I don't care! All you need to think about is making me ejaculate!"""
,,,
Kei.Fallen1-54,,ジュプッ、チュプッ、ジュプッ！,"Jup, chup, jup!"
,,,
Kei.Fallen1-55,京,「ん゛ん゛っ～～～っ！！、ん゛ん゛っ！！」,"""¡n゛―！！！！！ D―D―D―D―D―D!!!"""
,,,
Kei.Fallen1-56,,(ぐっ、こんな速度で扱くものなのかっ！？),"(Gosh, is it possible to handle it at such a speed?)"
,,,
Kei.Fallen1-57,,パチュッ！、パチュッ！、パチュッ！,Patchu! Patchu! Patchoo!
,,,
Kei.Fallen1-58,戦闘員,「オラッ、そろそろ出してやるっ！全部飲み込めっ！」,"""I'm about to let you out! Swallow it all!"""
,,,
Kei.Fallen1-59,京,「ん゛ん゛っ！？ん゛っ！」,"""D―D―D―D―D―D―D? ""D―B―B―Y!"""
,,,
Kei.Fallen1-60,,(まてっ、心の準備がっ！、っそもそも飲んで大丈夫なのか！？),"(Wait, I'm not prepared for this! Is it safe to drink in the first place?)"
,,,
Kei.Fallen1-61,Kei darkness 1-5,その瞬間、戦闘員のチンポが激しく脈動し、京の口の中に精液が放たれる,"At that moment, the fighter's cock pulsates violently and semen is released into Kei's mouth!"
,,,
Kei.Fallen1-62,,ドビュッ！、ビュルルルッルッ！,Dobruh! Doburrrrrrrrrrr!
,,,
Kei.Fallen1-63,京,「ん゛ん゛っ！？ん゛っ～～～！！！？」,"""D―D―D―D―D―D! dd~~~!!!!!!!"""
,,,
Kei.Fallen1-64,戦闘員,「コイツッ、全部飲めって言ったのに漏らしやがってッ！」,"""I told you to drink it all and you shit your pants!"""
,,,
Kei.Fallen1-65,,「ゴプッ、ブピュッ、ん゛ん゛っ～～～！？」,"""Gobble, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup!"""
,,,
Kei.Fallen1-66,,(―――うあ、まっずっ！しかも喉に絡みついてっ！？),"(―――Ugh, mazuzu! And it's tangled around my throat!)"
,,,
Kei.Fallen1-67,,(こんなもの飲み続けてたら体力が持たないっ),"(If I keep drinking this stuff, I won't have the strength.)"
,,,
Kei.Fallen1-68,,「まあ、まずはめでたく一人目だ、あと99人だな」,"""Well, we've got one to go, and 99 more to go."""
,Kei darkness 1-6,,
Kei.Fallen1-69,京,「っ！、まってくれ、流石に99人は…せめて9人ぐらいならっ…」,"""I'm not going to do it! Wait a minute, I can't take ninety―nine people... at least nine..."""
,,,
Kei.Fallen1-70,,「拒否権はねえんだよ！、オラッ残り99人！」,"""I ain't got no veto power! There's only 99 left!"""
,,,
Kei.Fallen1-71,京,「―――っ、これは大変だ」,"""――――, this is a big deal."""
,暗転,,
Kei.Fallen1-72,,「よっと！」,"""Yay!"""
,,,
Kei.Fallen1-73,,ズブッ！！,Zubu!
,,,
Kei.Fallen1-74,京,「ひっぎいっ！！？」,"""Hi―gi―yi―yi―yi―yi!"""
,,,
Kei.Fallen1-75,,京はI字バランスの状態で足を開かれ、割れ目に躊躇なくチンポを挿入される,Kei's legs are opened in an I―balanced position and his cock is inserted into the crack without hesitation.
,,,
Kei.Fallen1-76,戦闘員,「うおっ、このマンコ良く締まるなっ」,"""Whoa, this pussy is so tight."""
,,,
Kei.Fallen1-77,京,「おいちょっと待ってくれ！、私は処女だったんだぞ、そんな適当にっ！」,"""I was a virgin! I was a virgin, for God's sake!"""
,,,
Kei.Fallen1-78,戦闘員,「ああ？これから99人相手にするのに今更何言ってんだ？」,"""Oh? What are you talking about when you're about to deal with 99 people?"""
,,,
Kei.Fallen1-79,京,「っ、本当にやるのかっ？！」,"""Are you sure you want to do this?"""
,,,
Kei.Fallen1-80,戦闘員,「今のお前はただのオナホなんだよ！早く終わらせたかったらマンコに力入れて手を動かせ！」,"""'Now you're just a masturbator! If you want to get this over with quickly, you're going to have to work on your pussy and move your hands!"""
,,,
Kei.Fallen1-81,京,「っ！、……覚悟を決めるしかないな」,"""! I guess I'll just have to ...... brace myself."""
,,,
Kei.Fallen1-82,,バコッ、バコッ、バコッ！,"Bakkop, bakkop, bakkop!"
,,,
Kei.Fallen1-83,京,「っ、ん゛ん゛っ♥、お゛お゛っ！」,"""♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥"""
,,,
Kei.Fallen1-84,,「ん゛ん゛っ♥、お゛っ！、もっと、ゆっくりっ♥！」,"""D―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d. ""Slower, slower, slower!"""
,,,
Kei.Fallen1-85,戦闘員,「知るかっ！、オラッ、こっちももっと手動かせっ！」,"""I don't know! I'm gonna need more manual control over here!"""
,,,
Kei.Fallen1-86,,「ん゛ん゛っ♥、わかったっ♥」,"""D―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d―d."""
,,,
Kei.Fallen1-87,,シュコッ、シュコッ、シュコッ！,"Shukk, shukk, shukk!"
,,,
Kei.Fallen1-88,戦闘員,「お？ちょっとは様になって来たじゃねえか」,"""Oh? You're starting to look good."""
,,,
Kei.Fallen1-89,京,「んお゛お゛っ♥、はやくっ♥、出してくれっ♥！」,"""Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, let me out, let me out, let me out, let me out!"""
,,,
Kei.Fallen1-90,戦闘員,「まあいい、後がつっかえてるしな、オラッ」,"""'Oh well, the rest of it's stuck, orah."""
,,,
Kei.Fallen1-91,Kei darkness 1-7,ドビュッ、ビュルルルッルッ,
,,,
Kei.Fallen1-92,京,「ひぎっ、お゛お゛お゛っ♥！」,"""HIGH, OH, OH, OH, OH, OH ♥!"""
,,,
Kei.Fallen1-93,,「お゛っ、熱いのがお腹の中にっ、こ、これが膣内射精の感覚ッ♥」,"""Oh, I'm so hot in my stomach, this is what vaginal ejaculation feels like!"""
,,,
Kei.Fallen1-94,戦闘員,「ぼーっとしてんじゃねえっ！次だ次！」,"""Don't just stand there! Next, next!"""
,,,
Kei.Fallen1-95,,「射精したならとっとと変われ！」,"""If you've ejaculated, then change!"""
,,,
Kei.Fallen1-96,京,「ま、待て少し休憩をっ」,"""Wait, wait, take a break."""
,暗転,,
Kei.Fallen1-97,Kei darkness 1-8,パンッ、パンッ、パンッ、パンッ！,"Pang, pang, pang, pang!"
,,,
Kei.Fallen1-98,京,「ん゛お゛っ♥、お゛っ♥、お゛っ♥」,"""Oh... oh... oh♥"""
,,,
Kei.Fallen1-99,戦闘員,「ハハッ、コイツ軽いから吊り下げて使えばちょうどいいな」,"""Hahaha, this one is so light, it's perfect for hanging."""
,,,
Kei.Fallen1-100,京,「ん゛あ゛っ♥、さっきからペニ…チンポが入りっぱなしなんだっ！」,"""Oh my god, I've had my dick in you for a while now!"""
,,,
Kei.Fallen1-101,,「ん゛ん゛っ♥、このままではッ♥、ちょっと休ませて…っ♥」,"""I'm going to have to take a break..."""
,,,
Kei.Fallen1-102,戦闘員,「ああ？オナホが口答えすんじゃねえよ！あと90人以上残ってんだぞ！」,"""Oh? Don't talk back to me, masturbator! There's over 90 of us left!"""
,,,
Kei.Fallen1-103,京,「ひぎっ♥、お゛っ♥！そんなっ」,"""Hi―giggity, oh―gee―gee―gee! No."""
,,,
Kei.Fallen1-104,kei darkness 1-9,ビュルッ、ビュルルルッルッ！,"Burr, burr, burr!"
,,,
Kei.Fallen1-105,京,「ん゛あぁっ♥！お゛お゛っ！、また出てるっ♥！？」,"""Aaah! Oh, oh, oh! I'm cumming again!"""
,,,
Kei.Fallen1-106,戦闘員,「ふう、コイツ穴だけは最高だな。おら、終わったぞ次の奴！」,"""Yeah, this guy's got a great hole. Hey, I'm done, next guy!"""
,暗転,,
Kei.Fallen1-107,Kei darkness 1－10,パチュッ、パチュッ、パチュッ、パチュッ！,"Patch, patch, patch, patch!"
,,,
Kei.Fallen1-108,京,「むぐっ！？♥ん゛ん゛ん♥！？」,"""MUGGH! ♥♥♥♥♥?"""
,,,
Kei.Fallen1-109,戦闘員,「京ちゃん口もきつくてツインテも持ちやすくてマジでオナホだわ」,"""Kei―chan's mouth is so tight, and her twin tweezers are so easy to hold, she's a real masturbator."""
,,,
Kei.Fallen1-110,京,「ん゛ん゛っ♥！、ん゛ん゛♥！？」,"""mhmm....mmmm..mmm...! """
,,,
Kei.Fallen1-111,戦闘員,「ああ、腰も両手で持てるオナホサイズでちょうどいい」,"""Oh, and the waist is just the right size of a masturbatorium to hold with both hands."""
,,,
Kei.Fallen1-112,,パチュッ、パチュッ、パチュッ、パチュッ！,"Patch, patch, patch, patch!"
,,,
Kei.Fallen1-113,京,「ふごっ！？♥、む゛っ♥、む゛うっ♥！」,"""Fugg! ♥, mwah ♥, mwah ♥!"""
,,,
Kei.Fallen1-114,,(まずい…いきが……！？),(Oh no... I can't breath......!)
,,,
Kei.Fallen1-115,戦闘員,「いくら頭良くてもこうなっちゃただのオナホ穴だなっ！オラッ、マンコ締めろ！」,"""Now you're just a masturbating hole, no matter how smart you're! Hey, tighten your pussy!"""
,,,
Kei.Fallen1-116,Kei darkness 1-11,ビュルルルッルッ、ビュルッ、ドブッ！,
,,,
Kei.Fallen1-117,京,「む゛～～～！？、ゴボッ、ん゛ん゛っ♥！？」,"""¡Mu~~! Gobo, niiiiiii♥!"""
,,,
Kei.Fallen1-118,Kei darkness 1-12,「ゲホッ、ゴボッ、ジュルルッ♥」,"""Gobble, gobble, jell―o ♥"""
,,,
Kei.Fallen1-119,戦闘員,「これが一番効率よく回せるな。オラ頑張れ！後90人ちょいだ！」,"""'This is the most efficient way to turn things around. I'll do my best! We've got a little over 90 to go!"""
,,,
Kei.Fallen1-120,京,「ん゛んっ♥！？、ゴボッ！？、ま、まへっ！」,"""♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥ Gobbo! Mahe, mahe!"""
,暗転,,
Kei.Fallen1-121,Kei darkness 1-13,数時間後,a few hours later
,,,
Kei.Fallen1-122,京,「――――へあっ♥、へっ♥、へっ♥」,"""―――― heh ♥, heh ♥, heh ♥"""
,,,
Kei.Fallen1-123,戦闘員,「おい京ちゃんもうへばってガバガバじゃねえかっ！」,"""Hey, Kei―chan, you're so weak, you're like a governor!"""
,,,
Kei.Fallen1-124,京,「お゛お゛っ、もう、むりぃ♥！しぬっ♥」,"""Oh, God, I can't take it! I'm gonna die!"""
,,,
Kei.Fallen1-125,戦闘員,「ああ？、後がつかえてんのにしょうがねえなぁ？無理やりはめるしかねえな」,"""Oh? What can I do when my rear end is stuck? We'll just have to force it in."""
,,,
Kei.Fallen1-126,,ドチュッ、ドチュッ、ドチュッ！,"Dotch, dotch, dotch!"
,,,
Kei.Fallen1-127,京,「ひあっ♥！、おしりのあなっ♥、はなせっ♥！」,"""Hi, oh, oh, oh! I'm gonna get my butt in a knot!"""
,,,
Kei.Fallen1-128,,ドチュッ、ズッブ、ドチュ！,"Dotch, zub, dotch!"
,,,
Kei.Fallen1-129,Kei darkness 1-14,ドビュッ、ビュルルルッルッ！,"Dobut, burrrrrrrrrrrr!"
,,,
Kei.Fallen1-130,京,「ほお゛お゛っ！、チンポッ♥！？」,"""Oh, oh, oh, oh, oh! Dick!"""
,,,
Kei.Fallen1-131,戦闘員,「おら、やっと折り返しだ！しっかりマンコ絞めて奉仕しろっ！」,"""I'm finally going to turn around! Squeeze my cunt and serve me well!"""
,,,
Kei.Fallen1-132,京,「お゛お゛っ！？、むりだっ♥、しぬぅっ♥！」,"""Oh, oh, oh! I can't do it, I can't do it!"""
,暗転,,
Kei.Fallen1-133,Kei darkness 1-15,更に数時間後,A few more hours later
,,,
Kei.Fallen1-134,京,「ほおっ♥、お゛っ、…お゛っ♥」,"""Ho ho ♥, ooh... ooh... ooh... ooh..."""
,,,
Kei.Fallen1-135,戦闘員,「おっし、これで全員終わったな！」,"""Oops, I guess we're all done now!"""
,,,
Kei.Fallen1-136,,「ったく、ザーメン臭くてかなわねえな」,"""God, it reeks of cum."""
,,,
Kei.Fallen1-137,京,「ひあっ♥……お、…わった？」,"""Hiya ♥♥...... Is it... over?"""
,,,
Kei.Fallen1-138,戦闘員,「ああ、まあ最後の方はほとんど動かなくてぶっかけてるだけだったがな」,"""Yeah, well, the last one was almost motionless, just bukkake."""
,,,
Kei.Fallen1-139,,「これから100人相手にしてもらうからな、しっかり準備しておけ」,"""You're going to be dealing with a hundred people from now on, so be prepared."""
,,,
Kei.Fallen1-140,京,「……なっ！？、っ♥、…そんなっ♥！」,"""......? No way....♥!"""
,,,
Kei.Fallen1-141,戦闘員,「これからアジト備え付けオナホとして頑張ってくれ、じゃあな」,"""Good luck as a masturbator in the safe house from now on."""
,,,
Kei Fallen Scene２,,,
,暗転,,
Kei.Fallen2-1,,京への調教が始まって一週間ほど,It's been about a week since we started training to Keito.
,,,
Kei.Fallen2-2,Kei darkness 2-1,部屋に戦闘員の男たちが入ってくる,Combat men come into the room.
,,,
Kei.Fallen2-3,京,「…………ああ、今日もこの時間か…」,"""............ Ah, it's that time of day again..."""
,,,
Kei.Fallen2-4,戦闘員,「おいおいすっかりおとなしくなっちまったなぁ？最初の頃の余裕はどうした？」,"""Hey, hey, hey, you've gone all quiet, haven't you? Where's that confidence you had in the beginning?"""
,,,
Kei.Fallen2-5,京,「……とっとと始めてくれ」,"""...... get on with it."""
,,,
Kei.Fallen2-6,戦闘員,「はっ、物分かりが良くなっちまったな。いいぜ、今日もたっぷりハメてやる」,"""I'm getting more understanding now. I'm going to fuck you again today."""
,暗転,,
Kei.Fallen2-7,Kei darkness 2-2,パチュッ、パチュッ、パチュッ、パチュッ！,"Patch, patch, patch, patch!"
,,,
Kei.Fallen2-8,京,「……………………」,"""........................"""
,,,
Kei.Fallen2-9,戦闘員,「あれだけ毎日犯してんのにまだまだキツマンだなっ！流石は聖核戦姫だっ」,"""I'm still a hard man even though I'm getting fucked every day! You are the Seikaku Princess."""
,,,
Kei.Fallen2-10,京,「……それはどうも。」,"""...... thanks for that."""
,,,
Kei.Fallen2-11,戦闘員,「コイツッ、手コキも上手くなりやがって！その小さい手でよくやるぜ」,"""He's getting good hand jobs, too! You're so good with those little hands of yours."""
,,,
Kei.Fallen2-12,京,「…まあこれだけ相手していればね。嫌でも上手くなるさ」,"""I'm not going to be able to do it. You'll get good at it."""
,,,
Kei.Fallen2-13,,「……さあ、膣に力入れるからとっとと射精してくれ」,"""...... Now, I'm going to put some pressure on your vagina and you're going to ejaculate."""
,,,
Kei.Fallen2-14,戦闘員,「っ、コイツ急に締め付けやがって！うおっ、出るっ！」,"""He's suddenly tightening up! Oh, it's coming out!"""
,,,
Kei.Fallen2-15,Kei darkness 2-3,ドビュッ、ビュルルルッルッ！,"Dobut, burrrrrrrrrrrr!"
,,,
Kei.Fallen2-16,京,「…………おっけー。じゃあ次行こうか」,"""I said, ""............ okay. Let's go next."""
,暗転,,
Kei.Fallen2-17,Kei darkness 2-4,パンッ、パンッ、パンッ、パンッ、パンッ！,"Pan, pan, pan, pan, pan, pan!"
,,,
Kei.Fallen2-18,戦闘員,「ふうっ、オラどうだっ！」,"""Phew, I'm good!"""
,,,
Kei.Fallen2-19,京,「…………………」,"""....................."""
,,,
Kei.Fallen2-20,戦闘員,「…コイツ随分無反応になりやがって、また汚ねえ声でアヘらせてやる！」,"""He's become so unresponsive, I'm going to make him fart in my filthy voice again!"""
,,,
Kei.Fallen2-21,京,「…そうだね、もっとオナホを使うように激しく抽挿するといい」,"""I think you should extract harder, like you would with a masturbator."""
,,,
Kei.Fallen2-22,,「だんだん刺激にも慣れてきた。私もその方が楽しめるだろう」,"""I'm getting used to the stimulation. I'll probably enjoy it more that way too."""
,,,
Kei.Fallen2-23,戦闘員,「……っ！コイツッ、舐めやがって！またチンポ教育が必要だなっ！」,"""......! This guy's a licker! I need another dick education!"""
,,,
Kei.Fallen2-24,,パンッ、パンッ、パンッ、パンッ、パンッ！,"Pan, pan, pan, pan, pan, pan!"
,,,
Kei.Fallen2-25,京,「っ♥、ふう、んっ♥、流石戦闘員だっ…」,"""I'm a fighter..."""
,,,
Kei.Fallen2-26,,「改造チンポでこれだけ突かれるのはっ♥、やはり凄いねっ」,"""I'm still amazed that a modified cock can penetrate me this much."""
,,,
Kei.Fallen2-27,,パンッ、パンッ、パンッ、パンッ、パンッ！,"Pan, pan, pan, pan, pan, pan!"
,,,
Kei.Fallen2-28,戦闘員,「オラッ、イけっ！反省しろっ！」,"""I'm going to come! Come on!"""
,,,
Kei.Fallen2-29,京,「っ♥、んっ、ふうっ……私も負けるわけにはいかないね…」,"""I can't lose to you either..."""
,,,
Kei.Fallen2-30,戦闘員,「っ、コイツ、急にっ、出すぞっ！」,"""He's going to get it out!"""
,,,
Kei.Fallen2-31,Kei darkness 2-5,ビュルッ、ビュルルルッルッ！,"Burr, burr, burr!"
,,,
Kei.Fallen2-32,京,「……んっ♥、おっけー、しっかり濃いのでたっぽいね♥」,"""......, okay, it looks like it's really thick."""
,,,
Kei.Fallen2-33,戦闘員,「っ、はあ、はあ、コイツッ」,"""Ha, ha, ha, this guy."""
,,,
Kei.Fallen2-34,,「…さて、次だ。とっとと全員やっちゃおうか」,"""...Now, let's move on. Let's do them all quickly."""
,暗転,,
Kei.Fallen2-35,Kei darkness 2-6,パチュッ、パチュッ、パチュッ、パチュッ！,"Patch, patch, patch, patch!"
,,,
Kei.Fallen2-36,京,「んっ♥、んんっ、ジュルッ、ジュルッ、ジュプッ♥」,"""♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥"""
,,,
Kei.Fallen2-37,戦闘員,「ぐッ、コイツの口オナホ吸い付き強くなりやがってっ」,"""Damn, his mouth masturbator sucks harder and harder."""
,,,
Kei.Fallen2-38,京,「ちゅぽっ♥、ジュルッ、ジュルッ♥」,"""Chupo ♥, julp, julp ♥."""
,,,
Kei.Fallen2-39,戦闘員,「口もマンコもチンポに吸い付いて離れねえっ！どうなってるんだ！？」,"""She said, ""My mouth and pussy are sucking on my cock and won't leave it! What's going on?"""
,Kei darkness 2-7,,
Kei.Fallen2-40,京,「んっ♥、チュポッ、チュポッ、チュポッ、チュポッ♥」,"""♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥"""
,,,
Kei.Fallen2-41,,京は精液をねだるように上下の穴で激しく戦闘員のチンポに刺激を加える,Kei stimulates the fighter's cock violently with his upper and lower holes as if begging for semen
,,,
Kei.Fallen2-42,戦闘員,「くっ、コイツ生意気なっ！」,"""Damn, he's cocky!"""
,,,
Kei.Fallen2-43,京,「グプッ、ジュプッ、ジュルルルッ！♥」,"""Gup, jup, jup, jup! ♥♥"""
,,,
Kei.Fallen2-44,,「ジュプッ、ズルルッ！」,"""Jup, zulch!"""
,,,
Kei.Fallen2-45,戦闘員,「うおっ、耐えられねえっ、出るっ！」,"""Oh, I can't stand it, I'm coming out!"""
,,,
Kei.Fallen2-46,Kei darkness 2-8,ビュルルルッルッ、ビュルッ、ドブッ！,
,,,
Kei.Fallen2-47,京,「んっ♥、ジュルッ、ゴキュッ、ゴキュッ、んっ♥」,"""♥♥♥, julp, gurgle, gurgle, mmm..."""
,,,
Kei.Fallen2-48,,「ジュルルル♥、グプッ♥」,"""Jools ♥, gulp ♥."""
,,,
Kei.Fallen2-49,戦闘員,「っ、コイツ根元から吸い上げるようにっ！」,"""Oh, this thing is sucking me up from the root!"""
,Kei darkness 2-9,,
Kei.Fallen2-50,京,「ジュルルル、ジュプッ♥♥♥」,"""Jools, Jupe ♥♥♥♥♥♥"""
,,,
Kei.Fallen2-51,戦闘員,「うおっ、ぐっ、全部吸い取られるっ！？」,"""Whoa, geez, they're sucking it all away!"""
,,,
