Key,Comment,Japanese,English
Dialog.Chapter6-18,明穂,「それじゃあ残り倒しちゃおう！クローンちゃん達頑張って！」,"""Then let's take down the rest of them! Good luck, clones!"""
,,,
Dialog.Chapter6-19,クローン戦闘員×3,「―――――はっ！」,"""――――― ha!"""
,暗転,,
,,,
,,,
Dialog.Chapter6-20,セントラルタワー,セントラルタワー内部にて,Inside the Central Tower
,,,
Dialog.Chapter6-21,京(闇堕ち),「逃走中の聖核戦姫の位置情報を送信したよ」,"""I'm sending you the location of the Seikaku Princess on the run."""
,,,
Dialog.Chapter6-22,,「この子は中の上レベルの聖核戦姫ってとこかな…クローン戦闘員3人いれば確実に制圧できるね」,"""I'd say she's an upper―medium level Seikaku Princess...three clone fighters would certainly be enough to take control of her."""
,,,
Dialog.Chapter6-23,京(闇堕ち),「…よし、平行してこっちの系統も制圧完了…と」,"""...Okay, we've got this system under control in parallel..."""
,,,
Dialog.Chapter6-24,,「これで都市圏のロボット治安維持システムは完全にこっちのコントロール下だね」,"""Now we have complete control of the city's robotic security system."""
,,,
Dialog.Chapter6-25,,「監視カメラシステムも掌握したし後は――――」,"""We've got the surveillance camera system, and now we just need to go to ――――."""
,,,
Dialog.Chapter6-26,,「あった、これが聖核戦姫達の戸籍記録だ」,"""Here it is... the family registry records of the Seikaku Princesses."""
,,,
Dialog.Chapter6-27,,「――――聖核戦姫は全員我々の管理下になるからね、一匹も逃がさないよ」,"""―――― all the Seikaku Princesses will be under our control, and we won't let a single one of them escape.'"""
,,,
,,,
Dialog.Chapter6-28,背景　戦場,聖核戦姫海外支部にて,At the Overseas Branch of the Seikaku Princess
,,,
Dialog.Chapter6-29,,ガキンッ、ガキンッ！,"Clunk, clunk!"
,,,
Dialog.Chapter6-30,モブ聖核戦姫3,「コード：オブシディアン、いえっ…八雲那由多ッ！目を覚ましなさいッ！」,"""Code: Obsidian, yep...Yakumo Nayuta! Wake up!"""
,,,
Dialog.Chapter6-31,那由多(闇堕ち),「おやおや…どなたでしょうか？」,"""Oh, well... who is it?"""
,,,
Dialog.Chapter6-32,モブ聖核戦姫3,「っ、覚えていないはずがないでしょう！何度も一緒に戦ったのにッ！」,"""How could I not remember? We fought together so many times!"""
,,,
Dialog.Chapter6-33,那由多,「…ああ、コード：ダイヤモンドですか。あなたは昔は良く私に突っかかってきましたね」,"""...Oh, code: diamond. You used to poke me a lot."""
,,,
Dialog.Chapter6-34,モブ聖核戦姫3,「っ、何があったか知りませんがッ！いくら貴女とて見過ごせませんッ！」,"""I don't know what happened! I don't know what happened, but I can't overlook it, even if it was you!"""
,,,
Dialog.Chapter6-35,モブ聖核戦姫3,「今日こそ！貴女をここで止めて見せますッ―――――ッ！？」,"""Today is the day! I will stop you right here ―――――!"""
,,,
Dialog.Chapter6-36,,ガンッッッ！、バキャッ！！！,GUNSHOT! Bakkak!
,,,
Dialog.Chapter6-37,,那由多の斬撃で聖核戦姫の武器が砕け散る,Nayuta's slash shatters the weapons of the Seikaku Princess.
,,,
Dialog.Chapter6-38,モブ聖核戦姫3,「ガハッ…！？」,"""Gah...!"""
,,,
Dialog.Chapter6-39,那由多,「今更貴女程度では…改造手術を受けた私の敵ではありません」,"""You are no match for me now that I've undergone the conversion surgery."""
,,,
Dialog.Chapter6-40,モブ聖核戦姫,「なっ……こんなこと…が…！？」,"""What... is... happening...?"""
,,,
Dialog.Chapter6-41,那由多,「コード：ダイヤモンドの無力化を確認。戦闘員、連れて行きなさい」,"""Code: Diamond neutralized. Combatant, take him out."""
,,,
Dialog.Chapter6-42,那由多,「…よく考えればダイヤモンドよりも強い聖核戦姫はいませんね」,"""...On second thought, there's no one more powerful than Diamond, the Seikaku Princess."""
,,,
Dialog.Chapter6-43,那由多,「少しは楽しめるかと思っていたのですが…やれやれ、情けない限りです」,"""I thought I might enjoy it a little bit, but...oh dear, it's just pathetic."""
,,,
Dialog.Chapter6-44,那由多,「まあ、残りは消化試合ですが…とっとと捕獲してしまいましょう」,"""Well, the rest of the game is a digestion game...but let's capture them quickly."""
,,,
,,,
Dialog.Chapter6-45,背景　燃える生徒会室,聖月生徒会執務室にて,In the office of the Seigetsu Student Council
,,,
Dialog.Chapter6-46,クローン×3,ドゴンッ！ドゴォォォンッ！,Doggone! Doggone!
,,,
Dialog.Chapter6-47,,聖核戦姫達の集まる聖月女学園は財団による激しい攻撃を受けていた,"Seigetsu Girl Academy, where the Seikaku Princesses gather, was under heavy attack by the Foundation."
,,,
Dialog.Chapter6-48,モブ聖核戦姫1,「皆さん頑張ってください！ここは聖核戦姫の最後の砦…必ず守り抜きましょう！」,"""Good luck to all of you! This is the last stronghold of the Seikaku Princess...we must defend it!"""
,,,
Dialog.Chapter6-49,モブ聖核戦姫1,(この戦闘員たちは強力ですが…！ここには上級レベルの聖核戦姫が集まっています！),(These fighters are powerful...! There is a group of advanced level Seikaku warriors here!)
,,,
Dialog.Chapter6-50,,(聖核戦姫の子達のため…絶対負けられません！),(For the sake of the children of the Seikaku Princess...we will never lose!)
,,,
Dialog.Chapter6-51,,ドゴォォォンッ！,Doggone!
,,,
Dialog.Chapter6-52,,轟音が鳴り、一人の聖核戦姫が吹き飛ばされる,A roar rings out and one Seikaku Princess is blown away
,,,
Dialog.Chapter6-53,モブ聖核戦姫1,「な…なんですかっ！？」,"""What...why?"""
,,,
Dialog.Chapter6-54,エレナ,「…………ふう、この場所は久しぶりですね」,"""'............ wind, it's been a while since I've been in this place.'"""
,,,
Dialog.Chapter6-55,モブ聖核戦姫1,「っ……！、え…エレナ先輩………ッ！」,"""っっCOPY00! Erena senior .........!"""
,,,
Dialog.Chapter6-56,エレナ,「上位の聖核戦姫が10名ほどですか…まあさっさと制圧してしまいましょう」,"""About 10 top―ranked Seikaku princesses...well, let's just get them over the top."""
,,,
Dialog.Chapter6-57,モブ聖核戦姫1,「っ、エレナ先輩！目を覚ましてください！」,"""I said, ""Erena senior! Please wake up!"""
,,,
Dialog.Chapter6-58,エレナ,「……はて、誰でしょうか？」,"""...... Hah, who is it?"""
,,,
Dialog.Chapter6-59,モブ聖核戦姫1,「私ですッ！生徒会の書記の…！いつも一緒に仕事をして…！」,"""It's me! I'm the secretary of the student council...! We always work together...!"""
,,,
Dialog.Chapter6-60,モブ聖核戦姫1,「貴女は私の憧れだったのに…！何でこんな事をっ！」,"""You were my dream girl...! Why did you do this to me?"""
,,,
Dialog.Chapter6-61,エレナ,「生徒会書記の……ああ、コード：ヒスイですね。いましたねそんなのも」,"""The student council secretary's ...... Oh, code: jade. There was such a thing, wasn't there?"""
,,,
Dialog.Chapter6-62,モブ聖核戦姫1,「っ！、真面目で責任感の強かった副会長のあなたが何故っ！」,"""Why? Why are you so serious and responsible as the vice president?"""
,,,
Dialog.Chapter6-63,エレナ,「ええ、もう既に終わったこと……今となってはどうでもいい話です」,"""Yes, it's already done ...... and it doesn't matter now."""
,,,
Dialog.Chapter6-64,モブ聖核戦姫1,「っ、どうでもよくありませんっ！私が絶対に貴女の目を覚まさせます！覚悟してください！」,"""I don't care! I will definitely wake you up! You must be ready!"""
,,,
,,戦闘開始,戦闘開始
,,,
,,戦闘終了,戦闘終了
,燃える生徒会室,,
Dialog.Chapter6-65,モブ聖核戦姫1,「うあっ……え…れな先輩……………」,"""Ugh ...... eh...Rena―senpai ..............."""
,,,
Dialog.Chapter6-66,,最期の一人の聖核戦姫が地面に崩れ落ちる,One last Seikaku Princess crumples to the ground.
,,,
Dialog.Chapter6-67,エレナ,「ふう……これで学園に残る聖核戦姫は全て倒しましたね」,"""Fuu...... has now defeated all the remaining Seikaku Princesses in the academy."""
,,,
Dialog.Chapter6-68,,その時、エレナの端末に連絡が入る,"At that moment, Erena's terminal receives a call."
,,,
Dialog.Chapter6-69,SEL,作戦の進捗はどうだ？,How's the operation coming along?
,,,
Dialog.Chapter6-70,エレナ,「…はっ！ただいま生徒会を制圧。聖月女学園制圧作戦を完了しました！」,"""...Ha! We are now in control of the student council. Operation to suppress Seigetsu Girl Academy has been completed!"""
,(ここから全員が映るように),,
Dialog.Chapter6-71,,再び、エレナの元に通信が入る,"Again, Erena receives a transmission."
,,,
,明穂闇落ちホログラム₊072号ホログラム,,
Dialog.Chapter6-72,,「もしもし～こちら明穂！ただいま都市中心部の聖核戦姫を全員捕まえて制圧完了！」,"""Moshi moshi ― this is Akiho! We've captured all of the Seikaku Princesses in the center of the city and are now in control!"""
,,,
Dialog.Chapter6-73,,「流石クローンちゃんだね、あっという間に倒しちゃった！」,"""I beat him in no time at all!"""
,,,
Dialog.Chapter6-74,京闇堕ちホログラム,「こちら京、監視カメラの情報から都市の全ての聖核戦姫の捕獲済みを確認したよ」,"""This is Kei, we have confirmed that all of the city's Seikaku warriors have been captured based on the information from the surveillance cameras."""
,,,
Dialog.Chapter6-75,,「とりあえずこっちの作戦は完了だね」,"""I guess our mission is complete for now."""
,,,
Dialog.Chapter6-76,那由多闇堕ちホログラム,「こちら那由多…担当地域での全聖核戦姫の拘束、無力化を完了しました」,"""This is Nayuta... we have completed the capture and neutralization of all Seikaku Princesses in the area of responsibility."""
,,,
Dialog.Chapter6-77,,「これで海外支部の聖核戦姫は全て制圧完了です。収容後そちらに移送します」,"""All of the Seikaku Princesses in the overseas branches have now been subdued. They will be transported to you after they are contained."""
,,,
Dialog.Chapter6-78,エレナ,「……どうやら全ての聖核戦姫の無力化に成功したようですね」,"""...... apparently succeeded in neutralizing all the Seikaku Princesses."""
,,,
Dialog.Chapter6-79,,「この時を持って聖月生徒会の完全制圧、及び全聖核戦姫の無力化を確認したことを報告します」,"I am pleased to report that, as of this moment, we have confirmed the complete suppression of the Seigetsu Student Council and the neutralization of all Seikaku Princesses."""
,,,
Dialog.Chapter6-80,,"<align=""center"">「我々の勝利です！」","We won!"""
,,,
Dialog.Chapter6-81(1),SEL,……そうか、ご苦労,"...... well, thanks for your help!"
,,,
Dialog.Chapter6-82(2),SEL,…これにて……聖核戦姫壊滅作戦を完了とする…！,"...With this, ...... Operation to destroy the Seikaku Princess is now complete...!"
