Key,Comment,Japanese,English
Dialog.Chapter1-2-14,明穂,「―――何かおかしいと思ってたけどっ！っ、こんな汚いやり方してくるなんてっ！許さない！」,"""I knew something was wrong! I can't believe you're doing this to me! I won't forgive you!"""
,,,
Dialog.Chapter1-2-15,戦闘員,「笹谷明穂捕獲作戦最終フェーズに突入する。総員戦闘準備！」,"""We are entering the final phase of the operation to capture Sasaya Akiho. All hands prepare for battle!"""
,,,
Dialog.Chapter1-2-16,明穂,「財団の戦闘員相手なら手加減する必要ないよねっ！―――変身！」,"""If I'm dealing with the Foundation's fighters, I don't have to go easy this time, right? ―――Transform!"""
,,,
Dialog.Chapter1-2-17,,明穂の体がピンク色の光を纏い、聖核戦姫のスーツに覆われる。,Akiho's body is covered with pink light and covered by the suit of the Seikaku Princess.
,,,
Dialog.Chapter1-2-18,明穂,「六花がいなくてもあなた達くらいなら簡単に倒せるんだから！覚悟してねっ！」,"""Even without the help of Rikka, I can easily defeat you guys! Brace yourselves!"""
,,,
,戦闘開始,,
,戦闘終了,,
Dialog.Chapter1-2-19,明穂,「っ、はぁっ、はぁっ、私は、まけないっ！」,"""ha... ha... I... I'm not going to be beaten!"""
,,,
Dialog.Chapter1-2-20,,倒しても倒しても現れる戦闘員に、明穂の体力は限界に近づいていた。,"The combatants kept appearing, no matter how hard she tried to defeat them, Akiho's strength was nearing its limit."
,,,
Dialog.Chapter1-2-21,戦闘員,「そんなこと言ってもうフラフラじゃねえか、オラッ」,"""Ha! You say that but you doesn't look well!"""
,,,
Dialog.Chapter1-2-22,,「ぐうっ！」,"""Argh!"""
,,,
Dialog.Chapter1-2-23,Akiho2-1,そして、ついに明穂は一人の戦闘員によって床に押さえつけられてしまう。,"Finally, Akiho is pinned to the floor by one of the combatants."
,,,
Dialog.Chapter1-2-24,明穂,「い、嫌っ！放してっ！」,"""No, I don't like this! Let go of me!"""
,,,
Dialog.Chapter1-2-25,戦闘員,「ふぅ、手間かけさせやがって…おらっ、お前らも手伝えっ！」,"""Phew, you're giving us a lot of trouble... come on, you guys, help me out!"""
,,,
Dialog.Chapter1-2-26,,必死に振りほどこうとするが、更に何人もの戦闘員に体を押さえつけられ、体を動かすことすらままならない。,"She desperately tried to shake them off, but several more fighters held him down and she could not even move her body."
,,,
Dialog.Chapter1-2-27,戦闘員,「こうなっちまえばあの聖核戦姫もただのガキだな！」,"""If it comes to this, the Seikaku Princess is just a little kid afterall!"""
,,,
Dialog.Chapter1-2-28,明穂,「うぐぅ、このっ…！」,"""Ugh, you son of a...!"""
,,,
Dialog.Chapter1-2-29,,戦闘員の大きな腕が明穂の胸を鷲掴みにする。,The combatant's large arms grab Akiho's chest.
,,,
Dialog.Chapter1-2-30,Akiho2-2,「ひぁっ、やめてっ！」,"""Hhh, stop!"""
,,,
Dialog.Chapter1-2-31,戦闘員,「うっわ柔らかっ、明穂ちゃんこんな大きなおっぱいで変身ヒロインやってたんだね」,"""Wow, how soft, Akiho-chan, you were doing Seikaku Princess with such big tits!"""
,,,
Dialog.Chapter1-2-32,戦闘員,「明穂ちゃんもう負けたんだから…無駄に抵抗しないほうがいいよ？」,"""Akiho-chan, you've already lost...you shouldn't waste your time resisting, okay?"""
,,,
Dialog.Chapter1-2-33,,そういうと、戦闘員が常人と比べて遥かに大きな剛直を明穂の尻に押し付ける,"That said, the fighter presses a abnormally larger stuff against Akiho's buttocks."
,,,
Dialog.Chapter1-2-34,明穂,「ひぃっ―――！」,"""Hyaa...!"""
,,,
Dialog.Chapter1-2-35,,明穂の感情が恐怖に支配される。,Fear grips Akiho's emotions.
,,,
Dialog.Chapter1-2-36,戦闘員,「大丈夫大丈夫、殺しやしねえから。」,"""Calm down, don't worry, we won't kill you."""
,,,
Dialog.Chapter1-2-37,戦闘員,「そうそう、諦めて楽になっちゃおうぜ？」,"""Oh yeah, let's just give up and have some fun, shall we?'"""
,,,
Dialog.Chapter1-2-38,Akiho 2-3,そういうと明穂の股下に戦闘員の剛直が差し込まれ、手には別の戦闘員の物を握らされる,"Then, a combatant's stuff is inserted into Akiho's crotch, and another combatant's is placed in her hand."
,,,
Dialog.Chapter1-2-39,明穂,「ひっ、いやっ、いやいやいやいやっ！」,"""Hiii― No, no no!"""
,,,
Dialog.Chapter1-2-40,,股下を熱した棒のようなちんぽが往復するたび、不快な感触が体を駆け巡る,"Every time the hot stick moves back and forth between her legs, an uncomfortable sensation runs through Akiho's body."
,,,
Dialog.Chapter1-2-41,Akiho2-4,「…うっ、やぁっ♥」,"""Ugh...oh no!"""
,,,
Dialog.Chapter1-2-42,,全身に力を入れ何とか逃れようとするが、体力を消耗するだけで手足を動かすことすらかなわない,"She tries to escape with all the strength she have left, but she can't even move his arms and legs."
,,,
Dialog.Chapter1-2-43,戦闘員,「オラッ、一方的に蹂躙される気分はどうだ？これまで俺達にやってきた分全部返させてもらうからなぁ？」,"""Hey, how's it feel to be unilaterally overrun? We're going to make you pay back for everything you've done for us, okay?"""
,,,
Dialog.Chapter1-2-44,戦闘員,「明穂ちゃんこんな大きいおっぱいで聖核戦姫はやっぱり向いてなかったね。俺達のアジトでこれからもっと楽しい仕事しようね」,"""Akiho-chan, with such big tits, the Seikaku Princess is not suitable for you. Let's have more fun at our hideout from now on."""
,,,
Dialog.Chapter1-2-45,,戦闘員の一人は明穂の乳首を執拗に攻め立て、一人は尻を激しく揉み、全身を男たちに弄ばれる,"One of the combatant relentlessly attacked Akiho's nipples, another rubbed her ass hard, and her whole body was played by the men."
,,,
Dialog.Chapter1-2-46,明穂,「ひっ、やっあっ、ああっ♥」,"""Hee... aaaa.. no!♥"""
,,,
Dialog.Chapter1-2-47,,パシュウウウウウウ……,Pashuuuuuuuuuuu......
,,,
Dialog.Chapter1-2-48,Akiho2-5,そして明穂の体からピンク色の光が立ち上り、ついに変身が解除される。,A pink light rises from Akiho's body and the transformation ended.
,,,
Dialog.Chapter1-2-49,明穂,「…っ！そんなっ！」,""".....! No way!"""
,,,
Dialog.Chapter1-2-50,戦闘員,「おいおい、変身が解けちまったなぁ？これで完全決着だな！」,"""Oh, you can't transform anymore? Now it's over!"""
,,,
Dialog.Chapter1-2-51,,聖核戦姫である明穂も変身が解ければただの非力な少女であり、今や抵抗する手段は完全に失われた。,"Akiho, the Seikaku Princess, is just an impotent girl once her transformation is released, and now she has completely lost her means of resistance."
,,,
Dialog.Chapter1-2-52,明穂,「やだっ、誰かっ、助け――――」,"""No, please help me... Help ――――."""
,,,
Dialog.Chapter1-2-53,,自分が完全に敗北したことを悟った明穂は、朦朧とする意識の中で外に助けを求める。,"Akiho, realizing that she has been completely defeated, calls for help outside in her foggy consciousness."
,,,
Dialog.Chapter1-2-54,,「無駄無駄。ここは俺達しか知らない地下空間なんだから誰も来ないよ。」,"""No, no way. We're the only ones who know about this underground space, so no one will come here."""
,,,
Dialog.Chapter1-2-55,,そういうと、明穂は股下にチンポを突っ込んでいた戦闘員に両足を抱えられ持ち上げられた,"With that, Akiho was lifted up and held by both legs by the combatant who had his cock shoved in his crotch."
,,,
Dialog.Chapter1-2-56,,「じゃあいよいよ明穂ちゃん完全敗北記念に、明穂ちゃんの処女もらっちゃいま～す！」,"""Finally, I'm going to take Akiho-chan's virginity to commemorate her complete defeat!"""
,,,
Dialog.Chapter1-2-57,,「じゃあ俺は後ろの穴にぶち込んでやる。散々コイツにぶっ飛ばされたからな、これくらいは許されるだろ」,"""I'm going to put mine the other hole. She's beaten me up so many times, I think she'll forgive me with this."""
,,,
Dialog.Chapter1-2-58,,「明穂ちゃん、戦闘員は沢山いるから頑張ってね？」,"""Akiho-chan, there are plenty of combatant out there, so good luck with that, okay?"""
,,,
Dialog.Chapter1-2-59,明穂,「ひぁっ、むりいっ！おろしてっ！」,"""No, I can't! Put me down!"""
,,,
Dialog.Chapter1-2-60,,これから訪れる未来を察して、明穂の思考が絶望に染まる,"Think ahead of what is to come, Akiho's thoughts are tinged with despair."
,,,
Dialog.Chapter1-2-61,,そして脳裏に浮かんだのは親友の姿だった,"And in her mind's eye, she saw her best friend."
,,,
Dialog.Chapter1-2-62,,「助けてっ、六花―――――――…………」,"""Help me, Rikka. ―――――――...... ......"""
,,,
Dialog.Chapter1-2-63,,明穂の意識はそこで途絶えた,Akiho's consciousness ceased there.
,廃屋,,
Dialog.Chapter1-2-64,戦闘員,「…あれ、気絶しちゃった？まだチンポ入れてねえのに。」,"""Oh, did she pass out? I haven't even put my dick in yet."""
,,,
Dialog.Chapter1-2-65,,明穂の体は脱力し、戦闘員たちによってされるがままになっていた,Akiho's body was weak and at the mercy of the combatants.
,,,
Dialog.Chapter1-2-66,戦闘員,「そのくらいにしておけ。後でいくらでも楽しめるんだ。下手に傷をつけたらどんな処分になるかわからん」,"""Leave it at that, you can enjoy it as much as you want later. I don't know what kind of punishment we would get if we scratched her."""
,,,
Dialog.Chapter1-2-67,,「作戦の第一段階は成功だ！これよりターゲットを拘束し、本部に帰還する！」,"""The first phase of the operation was a success! We now have the target in custody and will return to headquarters!"""
,,,
Dialog.Chapter1-2-68,,敗北した笹谷明穂は全身を拘束され、戦闘員に担がれ闇の中へと消えていくのだった―――,Defeated Sasaya Akiho was bound all over and carried by the combatants into the darkness.
