Key,Comment,Japanese,English
Dialog.Chapter4-2-3,005号(通信),「―――アジトにサイバー攻撃を行っている者について現在わかっていることをお伝えします」,――― Here is what we know now about who is carrying out the cyber―attack on the safe house.
,,,
Dialog.Chapter4-2-4,,「彼女の名前は“猫宮京”、一応聖月学園に所属する生徒のようですが…」,"Her name is Nekomiya Kei, and she seems to be a student at Seigetsu Gakuen."
,,,
Dialog.Chapter4-2-5,,「調査の結果、住所不明で最後に学校に来たのは3か月以上前、他生徒に聞いても情報は得られませんでした」,"The investigation revealed that he had no known address and had last been at the school more than three months ago, and no information was available when asked by other students."""
,,,
Dialog.Chapter4-2-6,,「聖核戦姫に変身できるようですが、戦闘記録は一切なく本人の戦闘能力は不明です」,"She seems to be able to transform into a holy nuclear Princess, but there is no record of any battles and her combat ability is unknown."
,,,
Dialog.Chapter4-2-6(1),SEL,わかった。話は変わるが005号は帰還してくれ。どうやら彼女君の存在に気が付いているようだ,"Okay, I'll do it. On a different note, 005 should return. Apparently, she's aware of your presence."
,,,
Dialog.Chapter4-2-7,005号,「！、何故それが…？……わかりました、すぐに帰還します」,"""! Why is that...? ...... Okay, we'll be back soon."""
,,,
Dialog.Chapter4-2-8,戦闘員(通信),「報告します！既に施設に10億円以上の被害が出ています！全力で復旧に当たっていますが復旧の見通しは立っていません…！」,"'Report! There has already been over 1 billion yen in damage to the facility! We are doing everything we can to restore the facility, but there is no prospect of restoration...!"""
,,,
Dialog.Chapter4-2-9,,「復旧したところが再びハッキングされいたちごっこに…」,"""The place that was restored was hacked again, and we're back at it..."""
,,,
Dialog.Chapter4-2-9(1),SEL,……どうやらこちらから行動を起こす必要がありそうだ,...... Apparently we need to take action here.
,,,
Dialog.Chapter4-2-10,,(とにかく猫宮京の位置を特定し制圧しなければならない。戦闘能力こそ未知数だが、危険度は清藤エレナを確実に上回っている),"(In any case, we must locate and subdue Nekomiya Kei. His fighting ability is unknown, but his danger level is certainly higher than Seidō Erena's.)"
,,,
Dialog.Chapter4-2-11,戦闘員2,「こちら特定班！、現在システムのアクセスの痕跡を追跡しています！ただ、複雑に隠匿されていて特定に時間がかかっています」,This is the Identification Team! We are currently tracing the access traces of the system! But it's complicated and hidden. It's taking a long time to identify it.
,,,
Dialog.Chapter4-2-11(1),SEL,了解した。そのまま猫宮京の居場所を探ってくれ,Understood. Keep trying to locate Nekomiya Kei.
,,,
Dialog.Chapter4-2-11(2),SEL,早急に居場所を見つけ、これ以上の被害を阻止しなければならない――――,We must locate them as soon as possible and prevent further damage. ――――
,,,
Dialog.Chapter4-2-12,,都市の一角の高層ビルの一室にて,In a room in a high―rise building in a corner of the city
,Kei　story1ｰ1,,
Dialog.Chapter4-2-13,,ピコンッ　ピコンッ　ピコンッ　ポリッポリッ,Biccone biccone biccone biccone biccone biccone biccone biccone biccone biccone
,,,
Dialog.Chapter4-2-14,,暗闇の中、小柄な少女が空中に映し出されたモニターを操作する,"In the darkness, a small girl operates a monitor projected in the air."
,,,
Dialog.Chapter4-2-15,京,「―――――うわっ、倫理的にアウトな研究がたくさん。けどこういうのはなかなか見れないから面白いね」,"I'm thinking, ""――――― Wow, a lot of ethically out of touch research. But you don't see this kind of stuff very often, so it's interesting."""
,,,
Dialog.Chapter4-2-16,,「なになに…ヒト細胞を怪人細胞へレーザーで効率的に変性…、触手型怪人の上限値と制御…、ヒトクローンの成長加速…」,"What, what, what... efficient laser denaturation of human cells into monster cells... upper limits and control of tentacled monsters... accelerated growth of human clones..."""
,,,
Dialog.Chapter4-2-17,,「……これは聖核の研究かな？聖核の人工的な作成……聖核エネルギー抽出法……聖核エネルギーを中和して無効化する薬…」,"""...... is this a study of the Seikaku? Artificial Creation of Holy Nuclei......Holy Nuclei Energy Extraction Methods......Drugs to Neutralize and Disable Holy Nuclei Energy..."""
,,,
Dialog.Chapter4-2-18,,「聖核の物質化と固定……う～ん、この辺の理論は私の方が先に行ってる感じ」,"The Materialization and Fixation of the Seikaku...... hmmm, I feel like I'm way ahead of you in this area of theory."""
,,,
Dialog.Chapter4-2-19,,「……とはいえここまで研究が進んでいるのは脅威だね。エレナが捕まったのも不思議じゃない」,"""It's a threat that so much research has been done, even if it's at ....... No wonder Erena was captured."""
,,,
Dialog.Chapter4-2-20,,「これならもっと早いうちに探査機でも送り込んで調査しておけばよかったかな」,"I guess I should have sent a probe out there earlier to investigate this."""
,,,
Dialog.Chapter4-2-21,,京が新しいチョコ菓子を口に運ぶ,Kei brings a new chocolate candy to his mouth.
,,,
Dialog.Chapter4-2-22,,「さて、財団アジトの方はどうなったかな？」,"Now, what happened to the Foundation hideout?"""
,,,
Dialog.Chapter4-2-23,,「うん。予想通り少しずつ復旧してるね。この調子なら全部復旧するまであと１時間くらいかな」,"Yes, it is. As I expected, the system is being restored little by little. At this rate, it will be about an hour before everything is restored."
,,,
Dialog.Chapter4-2-24,,「しかしよく地下にこれだけの大規模構造を作ったね…まるで迷路だ」,"But how could you build such a large structure underground...it's like a maze."""
,,,
Dialog.Chapter4-2-25,,「特に一番大事な中央指令室は定期的に部屋ごと地下トンネルで移動させてる…これは見つからないわけだ…」,"Especially the most important one, the central control room, which is regularly moved from room to room in underground tunnels... no wonder they can't find it..."""
,,,
,,,
,,,
Dialog.Chapter4-2-26,,「―――さて、そろそろ財団はココを特定したかな？」,"―――Well, I guess it's about time the foundation identified this place."""
,,,
Dialog.Chapter4-2-27,,「ちゃんと食いつくような“エサ”は用意しておいたし…。そろそろ私も準備しておこう」,I've prepared some bait for them to bite.... I'd better get ready too.
,,,
,アジト,,
,,,
Dialog.Chapter4-2-28,005号,「報告します。逆探知と実地調査により猫宮京のおおよその居場所を3か所に限定できました」,"""Report. Through tracing and on―site investigation, we were able to limit the approximate location of Nekomiya Kei to three locations."""
,,,
Dialog.Chapter4-2-29,,「位置はシティの北東エリア、北西エリア、南西エリアの三つですが…、ここから更に特定するには時間がかかりそうです」,"""There are three locations in the northeast, northwest, and southwest areas of the city... but it will take time to identify more from here."
,,,
Dialog.Chapter4-2-30,,「標準的な聖核戦姫ならクローンと戦闘員1部隊がで間違いなく制圧できると考えられますが…」,"We believe that a clone and a squad of fighters would definitely be able to subdue a standard Seikaku Princess..."""
,,,
Dialog.Chapter4-2-30(1),SEL,候補地に今すぐ一部隊ずつ派遣しよう,Let's send some troops to the candidate sites now.
,,,
Dialog.Chapter4-2-31,005号,「わかりました。本部の警備は少し手薄になりますが仕方ありません。」,"I understand. We'll be a little light on security at headquarters, but we'll have to do it."""
,,,
,,,
,,,
,,,
,,,
Dialog.Chapter4-2-32,,―――数時間後,―――A few hours later
,ビル,,
Dialog.Chapter4-2-33,戦闘員1(通信),「部隊1、突入準備完了しました」,"Troop 1, we're ready to go in."
,ホテル,,
Dialog.Chapter4-2-34,戦闘員2(通信),「部隊2、いつでも突入できます！」,"Troop 2, we're ready to go in!"
,謎の施設,,
Dialog.Chapter4-2-35,戦闘員3(通信),「部隊3、準備完了です。」,"Troop 3, we're ready for you."
,,,
Dialog.Chapter4-2-35(1),SEL,了解,Copy that.
,アジト,,
Dialog.Chapter4-2-36,005号,「エレナを捕獲した今、我々の計画の達成は間近です。これ以上彼女の好きにさせるわけにはいきません」,"Now that we have captured Erena, we are close to achieving our plan. We can't let her do what she wants any longer."""
,,,
Dialog.Chapter4-2-36(1),SEL,ただ今より猫宮京捕獲作戦を開始する！全部隊突入開始！,Operation to capture Nekomiya Kei will begin immediately! All units begin to move in!
,,,
Dialog.Chapter4-2-37,戦闘員1，2，3,「「「はっ！」」」,"""""Ha!"""""
,,,
Dialog.Chapter4-2-38,戦闘員2,「―――報告！、こちら部隊2！ここにはいないようです！」,"""―――Report! This is Unit 2, they don't seem to be here!"""
,,,
Dialog.Chapter4-2-39,戦闘員3,「こちら部隊3、ここもどうやら違うようです！」,"This is Unit 3, and apparently not here either!"
,,,
Dialog.Chapter4-2-40,戦闘員1,「―――こちら部隊1！、複数の電子機器や実験道具を発見！ここが猫宮京の居場所で間違いはなさそうですが―――」,"We found multiple electronic devices and experimental equipment! There seems to be no mistake that this is Nekomiya Kei's location, but――"""
,,,
Dialog.Chapter4-2-40(1),SEL,なんだ？,What is it?
,,,
Dialog.Chapter4-2-41,戦闘員1,「最近までいた痕跡はあるものの…、どうやら既にここにはいないようです！」,There are traces of their recent presence... but it seems they are no longer here!
,,,
,,,
,,,
Dialog.Chapter4-2-41(1),SEL,感づかれた…？いや、もしくは最初から来ることが分かっていた？,"Did they sense you...? No, or did they know you were coming from the beginning?"
,,,
Dialog.Chapter4-2-42,戦闘員(通信),「報告します！施設がこれまでで最大規模のサイバー攻撃を受けています！施設が誤動作して多数の戦闘員と連絡が取れません！」,"'Report! Our facility is under the largest cyber attack to date! The facility has malfunctioned and we have lost contact with numerous fighters!"""
,,,
Dialog.Chapter4-2-42(1),SEL,……部隊が動いたタイミングで大規模なサイバー攻撃？こちらの行動が全て読まれている？,Massive cyber attack at the same time the ...... unit moved? Is everything we do being read?
,,,
,,,
,,,
Dialog.Chapter4-2-43,005号,「この規模の障害…もしかしたら内部からの操作の可能性も……、！！下がってください！」,"""A failure of this magnitude...possibly an operation from within ......,! Please stand back!"""
,,,
Dialog.Chapter4-2-44,,その瞬間、天井が破壊され、瓦礫と共に何者かがアジト内に落下してくる,"At that moment, the ceiling is destroyed and someone falls into the hideout along with the debris."
,,,
Dialog.Chapter4-2-45,???,「ここがアジト最奥部か。案外あっさり入れたね」,This is the innermost part of the hideout. It was surprisingly easy to get in.
,京　変身＆武器,,
Dialog.Chapter4-2-46,005号,「っ！、どうしてここが！」,"I'm like, ""What? How did you find this place?"
,,,
Dialog.Chapter4-2-47,京,「…この部屋の移動パターンと構造から推測しただけだよ。ここは電波が届かないから厄介だったけどね」,"'...I was just guessing based on the movement patterns and structure of this room. It was tricky, though, because there's no reception in here."""
,,,
Dialog.Chapter4-2-48,,「聖核戦姫、コード：フォスフォフィライト、猫宮京。とっとと全部ぶっ壊しちゃおうか――――――」,"The Holy Nuclear Princess, Code: Phosphophyllite, Nekomiya Kei. Let's destroy them all quickly. ――――――"""
,,,
,,,
,,,
,,,
Chapter 4-3,注釈,,
,アジト,,
Dialog.Chapter4-3-1,京,「どう？周りに壊しちゃいけないものが沢山ある中での戦闘は」,"How is it? How's the battle going with so many things around you that shouldn't be destroyed?"""
,,,
Dialog.Chapter4-3-2,072号,「ぐっ、コイツっ、ちょこまかとっ！」,He's moving all over the place!
,,,
Dialog.Chapter4-3-3,京,「私は戦闘能力ではエレナ先輩に遠く及ばないからね。正面からは戦わないさ」,"I'm not as good a fighter as Erena―senpai,"" he said. I won't fight her head―on."""
,,,
Dialog.Chapter4-3-4,005号,「72号！、何をやってるんですか！また調整室に入りたいですか？！」,No. 72! What are you doing? Do you want to go back into the control room?
,,,
Dialog.Chapter4-3-5,072号,「っ！、申し訳ありませんっ、動きが早くてっ！」,"I'm sorry, I'm moving too fast! I'm sorry, I'm moving too fast!"""
,,,
Dialog.Chapter4-3-6,京,「この戦闘スタイル…水無瀬六花のクローンかな？…本人より強いんじゃない？」,"""This fighting style...is he a clone of Minase Rikka? Is she stronger than Minase Rikka herself?"
,,,
Dialog.Chapter4-3-7,触手怪人,「小娘がっ！こんな所に一人で乗り込んできて帰れると思うなっ！」,"You little bitch! You think you can just ride into a place like this by yourself and go home!"""
,,,
Dialog.Chapter4-3-8,京,「おっと…これが触手細胞技術の上位怪人ね…知性を維持できる範囲なら戦闘力はこんなものか」,"Oops... so this is the higher level monster of tentacle cell technology... so much for combat power as long as it can maintain its intelligence."""
,,,
Dialog.Chapter4-3-9,触手怪人,「このクソガキっ！言わせておけばっ！」,"You little shit! Let him say it!"""
,,,
Dialog.Chapter4-3-10,005号,「敵は一人です！今の私達なら落ち着いて戦えば勝てない相手ではありません！」,"The enemy is one man! If we fight calmly now, we are not an opponent we can't beat!"""
,,,
Dialog.Chapter4-3-11,京,「冷静なのもいるね…クローンでも性能には個体差があるのかな？」,'Some of them are cool...I wonder if there are individual differences in performance even among clones?'
,,,
Dialog.Chapter4-3-12,京,「まあいいや。他の戦闘員が集まってくる前に全員倒しちゃおう」,"I'm not going to let them get away with it. Let's take them all out before the other combatants gather."""
,,,
Dialog.Chapter4-3-13,京,「出力全開―――エレナたちは返してもらうよ！」,"Full output―――Erena and the others will be returned!"""
,,,
,,戦闘開始,戦闘開始
,,,
,,戦闘終了,戦闘終了
,アジト,,
Dialog.Chapter4-3-14,京,「――――降参だ。もう攻撃はしない」,"""I give up ――――. No more attacks."""
,,,
Dialog.Chapter4-3-15,005号,「ハアッ、ハアッ、…！？、触手怪人！直ちに猫宮京を拘束してください！」,"""Hah, hah, hah...! !"", tentacle monster! Immediately restrain Nekomiya Kei!"""
,,,
Dialog.Chapter4-3-16,触手怪人,「……っ、了解した！」,"""......, got it!"""
,暗転,,
,Kei story 2-1,,
Dialog.Chapter4-3-17,,京は怪人の触手によって全身をがっちりと拘束される,Kei's entire body is tightly bound by the monster's tentacles.
,,,
Dialog.Chapter4-3-18,触手怪人,「このメスガキッ、散々アジトをめちゃくちゃにしやがって！もう逃げられると思うなよ！」,"You little bitch, you've made a mess of our hideout! Don't think you can get away with this!"""
,,,
Dialog.Chapter4-3-19,京,「ああ。これ以上戦い続けても勝ち目は薄そうだったからね。無駄なことはしないさ」,"I was just too weak to fight any longer. ""Yeah. It didn't look like I was going to win if I kept fighting. I'm not going to waste my time."""
,,,
Dialog.Chapter4-3-20,005号,「…っ、とにかく早く猫宮京を無力化してください！中央司令部は速やかに移動を！これ以上何をされるかわかりません！」,"""...anyway, please neutralize Nekomiya Kei as soon as possible! The Central Command must move quickly! I don't know what more they can do to us!"""
,,,
Dialog.Chapter4-3-21,触手怪人,「ああっ、承知した。これだけの被害を出されたのだ、この我々を舐め腐ったメスガキを徹底的に教育せねばな！」,"""Ah, yes, I understand. After all this damage has been done, we must thoroughly educate this little bitch who licked us!"""
,,,
Dialog.Chapter4-3-22,京,「こうなった以上無駄な抵抗はしないさ。お手柔らかに頼むよ。」,I'm not going to waste my breath now that it's come to this. Please be gentle with me.
,,,
Dialog.Chapter4-3-23,触手怪人,「……この期に及んでまだ余裕な態度を崩さないとは…！グフフッ、そのすまし顔がいつまで続くか楽しみだ！」,"""...... I can't believe you still have a relaxed attitude at this stage of the game...! I can't wait to see how long you can keep that smug look on your face!"""
,Kei　story2-2,,
Dialog.Chapter4-3-24,,触手怪人は京の小さな口に触手をねじ込む,The tentacle monster screws its tentacles into Kei's tiny mouth.
,,,
Dialog.Chapter4-3-25,京,「むぐっ」,"Mugg."""
,,,
Dialog.Chapter4-3-26,触手怪人,「くらえっ！足腰が立たないくらいに飲ませてやるっ！」,"I'll make you drink so much you won't be able to stand on your feet! I'll make you drink so much you won't be able to stand on your feet!"""
,Kei　story　2ｰ3,,
Dialog.Chapter4-3-27,京,「ゴボッ！？、グッ…、ゴクッ、ゴクッ…ぷはっ」,"Gobo! Gobo..., Gobo..., Gobo..., Gobo..., Gobo..., Gobo..., Gobo..., Puha..."""
,,,
Dialog.Chapter4-3-28,触手怪人,「どうだ俺の聖核戦姫を無力化させる粘液は？力が抜けるだろう？」,"How about some mucus to incapacitate my Seikaku Princess? It'll take the edge off, won't it?"""
,Kei story 2-4,,
Dialog.Chapter4-3-29,京,「ケホッ……おええっ、まっず…！」,"""Kehoho ...... Oh, no, not again...!"""
,,,
Dialog.Chapter4-3-30,,「なるほど、聖核エネルギーが使いづらい…エレナ先輩にはコレ飲ませたのかな？」,"I see, it's hard to use the Seikaku energy...did you make Erena―senpai drink this?"""
,,,
Dialog.Chapter4-3-31,,「こういうのがあることは知ってたけど…実際に体験することになるとはね」,"I knew these things existed... but I never thought I'd actually experience them."""
,,,
Dialog.Chapter4-3-32,触手怪人,「…クソガキッ、まだ自分が置かれた状況を理解していないようだなぁ？」,"""...you little shit, you still don't seem to understand the situation you're in, do you?"""
,,,
Dialog.Chapter4-3-33,Kei story 2-5,ビリッ、ビリリッ,"Bing, bang."
,,,
Dialog.Chapter4-3-34,,触手怪人が京の戦闘スーツを破り、小さな局部を露にする,"Tentacle monster rips open Kei's battle suit, exposing a small section of his body."
,,,
Dialog.Chapter4-3-35,京,「ああ、なるほど、やっぱりそうなるよね…でも流石にこの体勢はちょっと恥ずかしいかな」,"'Oh, I see, I knew it would happen...but I'm a little embarrassed to be in this position.'"
,,,
Dialog.Chapter4-3-36,触手怪人,「散々私達の組織に損害を与えてくれたからなあ？本番はこれからだぞ？」,"You've done so much damage to our organization, haven't you? Now the real work begins, okay?"""
,,,
Dialog.Chapter4-3-37,京,「はあ、これも敗北した変身ヒロインの運命だね…甘んじて受け入れるよ」,"I guess that's the fate of a defeated shape―shifting heroine... I'll just have to take it in stride."""
,,,
Dialog.Chapter4-3-38,触手怪人,「グフフッ、いつまでその余裕が持つか楽しみだ！」,"Guffaw, I can't wait to see how long I can afford that!"""
,,,
Dialog.Chapter4-3-39,Kei story 2-6,そして触手怪人は京の割れ目を粘液の付いた触手で撫で始める,And the tentacle monster begins to stroke Kei's crack with its mucus―covered tentacles.
,,,
Dialog.Chapter4-3-40,京,「！、ああ、ぬるぬるして不思議な感触だ。とても気持ち悪い」,"""! Oh, it feels slimy and strange. It's so gross."""
,,,
Dialog.Chapter4-3-41,触手怪人,「グフフッ！じきに何も考えられなくさせてやろう！」,"I'm going to make you think of nothing soon! Soon I'll make you think of nothing!"""
,,,
Dialog.Chapter4-3-42,京,「あっ、ふう…、昔興味でやったことはあって、その時は良く分からなかったけど…」,"I did it once, out of curiosity, and I didn't really understand it at the time..."""
,,,
Dialog.Chapter4-3-43,,「んあっ、しかし誰かにされるのは感覚が全然違うねっ？」,"But it feels so different to have someone do it to you, doesn't it?"""
,,,
Dialog.Chapter4-3-44,,「さっき飲まされた液体も関係あるのかな？頭がくらくらしてきたよ」,I wonder if the liquid they gave me earlier had anything to do with it. My head is starting to spin.
,,,
Dialog.Chapter4-3-45,触手怪人,「余裕な顔をしているが効いているようだなっ、ほれっ、もっとくらえっ」,"You look like you can afford it, but it seems to be working."
,,,
Dialog.Chapter4-3-46,京,「っ！、んっ♥、ふうっ、んんっ、なかなか…、くすぐったいね…。」,"I'm so ticklish...! That tickles........"""
,,,
Dialog.Chapter4-3-47,,「んぁ…♥、このまま続けられたらっ♥、ちょっとまずいかなっ」,"If you continue like this, it might not be good for me."
,,,
Dialog.Chapter4-3-48,触手怪人,「グフッ、すぐにお前も快楽に溺れて我々に従うようになるさ。その時が楽しみだっ」,"Soon you will be so addicted to pleasure that you will obey us. I'm looking forward to that."""
,,,
Dialog.Chapter4-3-49,京,「…っ♥、なるほどっ、捕まえた聖核戦姫達はこうやって洗脳したのかな？まったく悪趣味だ」,"I see...I see...the Seikaku Princesses you captured were brainwashed this way? That's totally in bad taste."""
,,,
Dialog.Chapter4-3-50,,「私の手でアジトを壊滅させたかったがっ♥…残念だよッ♥」,"I wanted to destroy the hideout with my own hands, but I'm sorry."
,,,
Dialog.Chapter4-3-51,触手怪人,「さあ前戯は終わりだっ、次は内側から貴様を堕としてやろう」,"Now that the foreplay is over, let's corrupt you from the inside out."
,,,
Dialog.Chapter4-3-52,京,「っ…！何をっ？」,What? What?
,,,
Dialog.Chapter4-3-53,Kei story 2-7,触手怪人が京の膣内に粘液でまみれた触手を挿入する,Tentacle monster inserts mucus―covered tentacles into Kei's vagina
,,,
Dialog.Chapter4-3-54,京,「んぐっ♥♥、触手が中にっ♥、っふうっ、これはっ♥、まずいなっ…♥」,"I've got a tentacle inside me...♥, ♥, ♥, ♥, ♥, this is not good...♥"""
,,,
Dialog.Chapter4-3-55,触手怪人,「グフフッ、いくらすました顔をしていても所詮はただのメスガキだったな！―――なんだ？」,I'm sure you'll be able to find a way to get a good look at him! ―――What is it?
,,,
Dialog.Chapter4-3-56,京,「んっ♥、んあっ♥、あまり膣内で触手を動かさないでくれっ♥、流石に私も――――」,"♥♥♥♥♥, don't move your tentacles in my vagina too much, I'm a quicksilver too ――――'"
,,,
Dialog.Chapter4-3-57,,京の言葉を聞くことなく、触手怪人が京の膣内から何かを取り出す,"Without hearing Kei's words, the tentacle monster pulls something out of Kei's vagina."
,,,
Dialog.Chapter4-3-58,京,「――――あ、ばれちゃった」,"""―――― Oh, I've been discovered."""
,,,
Dialog.Chapter4-3-59,触手怪人,「……？なんだこれは？何故こんなものを入れている…？」,"""......? What the hell is this? Why are you putting this stuff in...?"""
,,,
Dialog.Chapter4-3-60,京,「………気が付かないんだ。さて、なんだろうね？」,"""I don't notice .......... Now, what is it?"""
,暗転＆シーン終了,,
,アジト,,
Dialog.Chapter4-3-61,触手怪人＆京,触手怪人が京の中から棒状の物を発見した直後,Immediately after the tentacle monster found a stick―shaped object in Kei.
,,,
Dialog.Chapter4-3-62,アジト(アラート),ゴォォン…… ドドンッ！,Goooong ...... thud!
,,,
Dialog.Chapter4-3-63,触手怪人,「……？！なんの音だ？！」,"""......? What's that sound?"
,,,
Dialog.Chapter4-3-64,地下通路(アラート),その時、ホログラムで連絡が入る,Then you get a holographic call.
,,,
Dialog.Chapter4-3-65,戦闘員(通信),「緊急連絡！、何者かがアジト内に侵入した模様！隔壁を破壊しながら物凄い速度で進行中です！」,"Emergency call! Someone has entered the hideout! They are advancing at a very high rate of speed, destroying the bulkheads!"
,,,
